ID,wav,words,length
adapt_sample_556_clean,../data/adapt/adapt_sample_556_clean.wav,أنا وإخواتي البنات كلنا بنحبك يا عمي,3.072
adapt_sample_557_clean,../data/adapt/adapt_sample_557_clean.wav,أهلا يا شيخ العرب إزيك,2.04
adapt_sample_558_clean,../data/adapt/adapt_sample_558_clean.wav,طب والله يا محمود,2.688
adapt_sample_559_clean,../data/adapt/adapt_sample_559_clean.wav,ملهاش علاقه بالدين خالص لكن هي بالفعل فيها ألفاظ ماجنه وألفاظ شراكه أه,6.24
adapt_sample_560_clean,../data/adapt/adapt_sample_560_clean.wav,إم ممكن الحاجه في البيت تحكيلي على حاجه زي مثلا أي حاجه أه أروح أعمل منها فيديو,5.496
adapt_sample_561_clean,../data/adapt/adapt_sample_561_clean.wav,على كل هامة قدم,2.4555
adapt_sample_562_clean,../data/adapt/adapt_sample_562_clean.wav,أبهاتنا وجدودنا خدمنا فيها يعني من زمان بس النهارده إم مربيين الحيوانات و بنصدر بره من المزارع بتاعتنا إن دي ما كناش على اللي هما شجعونا الدكاتره في الحياه البريه كويسين قالو إعملوا مزارع عملنا مزارع إحنا اتكلفنا إرفعي علينا بس دلوقتي بره الوقت غير الأول,18.456
adapt_sample_563_clean,../data/adapt/adapt_sample_563_clean.wav,أه حاج ضوي,0.96
adapt_sample_564_clean,../data/adapt/adapt_sample_564_clean.wav,خليهم تلات تجواز,1.872
adapt_sample_565_clean,../data/adapt/adapt_sample_565_clean.wav,وأكتر,0.936
adapt_sample_566_clean,../data/adapt/adapt_sample_566_clean.wav,ما تعرفش كيف طب أبوك ما قاليش نضرب واحد,2.52
adapt_sample_567_clean,../data/adapt/adapt_sample_567_clean.wav,مش زيك مخلف أربعه ومهنش عليك تعلم واحد فيهم,5.16
adapt_sample_568_clean,../data/adapt/adapt_sample_568_clean.wav,فشوف أنا عرفت أحلي امرأه يعني في حياتي,13.3746875
adapt_sample_569_clean,../data/adapt/adapt_sample_569_clean.wav,وهفضل أعمل فيديوهاتي على الفيس بوك إم وعلى الإنترنت إم لكن أنا حضرتك لأن حضرتك يا أستاذه منى,7.488
adapt_sample_570_clean,../data/adapt/adapt_sample_570_clean.wav,على ما عمك يخلص أكل,2.04
adapt_sample_571_clean,../data/adapt/adapt_sample_571_clean.wav,أه إنت تشوفها في الشارع تقول دي غاده عبد الرازق,3.288
adapt_sample_572_clean,../data/adapt/adapt_sample_572_clean.wav,والعمليه تتكلف كام يا دكتور,2.664
adapt_sample_573_clean,../data/adapt/adapt_sample_573_clean.wav,فالراجل يعني ده لكن أنا قتيل فاطمه جنديل إم أو جنديله,9.4040625
adapt_sample_574_clean,../data/adapt/adapt_sample_574_clean.wav,يا ريت تشتغل مات واحد عايزين يضربوا مكانه,4.008
adapt_sample_575_clean,../data/adapt/adapt_sample_575_clean.wav,أنا قبضت فلوس محصول القصب أربعين ألف جنيه,5.832
adapt_sample_576_clean,../data/adapt/adapt_sample_576_clean.wav,يلزمك يلزمني,3.336
adapt_sample_577_clean,../data/adapt/adapt_sample_577_clean.wav,إمتى يخلص,3.192
adapt_sample_578_clean,../data/adapt/adapt_sample_578_clean.wav,تمام يا عمي,0.792
adapt_sample_579_clean,../data/adapt/adapt_sample_579_clean.wav,وجيل الستينيات إم اللي لغاية دلوقتي قعد يفلفص إم واخد بالك,7.4188125
adapt_sample_580_clean,../data/adapt/adapt_sample_580_clean.wav,أه إم و بعد كده بيقولك واحد زملكاوي أيوه يا أخي,4.176
adapt_sample_581_clean,../data/adapt/adapt_sample_581_clean.wav,يعني أنا ما ينفعش أقول عليه إن هو شخص حرامي ما ينفعش أنا مشفتش منه سرقه,6.6
adapt_sample_582_clean,../data/adapt/adapt_sample_582_clean.wav,أيوه,0.576
adapt_sample_583_clean,../data/adapt/adapt_sample_583_clean.wav,أه البهو بيصنع من سن العقربه و التعبان,3.72
adapt_sample_584_clean,../data/adapt/adapt_sample_584_clean.wav,أبقى أنا راجل خاين يعني وبعدين في حاجات اسمها التناقضات الرئيسيه والثانويه,8.8555
adapt_sample_585_clean,../data/adapt/adapt_sample_585_clean.wav,المهم طلعنا بيها على المستشفى,1.752
adapt_sample_586_clean,../data/adapt/adapt_sample_586_clean.wav,واه وهتبيع الفدان ليه يا منصور,3.816
adapt_sample_587_clean,../data/adapt/adapt_sample_587_clean.wav,اقعد يا جمعه,1.728
adapt_sample_588_clean,../data/adapt/adapt_sample_588_clean.wav,تمام,1.104
adapt_sample_589_clean,../data/adapt/adapt_sample_589_clean.wav,ما خلاص يا خميسنو اهدى,2.4
adapt_sample_590_clean,../data/adapt/adapt_sample_590_clean.wav,اسمع يا جمعه إحنا عايزين نعمل خطه أنا وانت نخلي مراتي واكلاهم تدبح الطير كله,17.184
adapt_sample_591_clean,../data/adapt/adapt_sample_591_clean.wav,يا إما تقوم القيامه,1.344
adapt_sample_592_clean,../data/adapt/adapt_sample_592_clean.wav,ألو,2.592
adapt_sample_593_clean,../data/adapt/adapt_sample_593_clean.wav,خير يا دكتور,1.872
adapt_sample_594_clean,../data/adapt/adapt_sample_594_clean.wav,اتقفل الباب الجميل ال ال اللي يعني اللي مليان يعني انت متعرفش ساعة ما تبقى القصيده معاك يا لا متعه لا تدانيها متعه إم,16.0653125
adapt_sample_595_clean,../data/adapt/adapt_sample_595_clean.wav,إحنا هنتصل بالألمانيه للحشرات,4.224
adapt_sample_596_clean,../data/adapt/adapt_sample_596_clean.wav,بس تعمل ايه,3.504
adapt_sample_597_clean,../data/adapt/adapt_sample_597_clean.wav,نتكلم في الطب,3.48
adapt_sample_598_clean,../data/adapt/adapt_sample_598_clean.wav,لا معرفهاش,2.928
adapt_sample_599_clean,../data/adapt/adapt_sample_599_clean.wav,اللي مخلي التار مخلصانشي من الصعيد لو اللي ضارب بيضرب يخلص لكن هو ده ضرب يرمى على ولد عمه يضربه يرمى على اخوه يضربه,12.312
adapt_sample_600_clean,../data/adapt/adapt_sample_600_clean.wav,أه كده صح,3.096
adapt_sample_601_clean,../data/adapt/adapt_sample_601_clean.wav,خلاص بيع لي الفدانين بخمسمية ألف جنيه,4.152
adapt_sample_602_clean,../data/adapt/adapt_sample_602_clean.wav,وإيه أخبارك تمام,1.392
adapt_sample_603_clean,../data/adapt/adapt_sample_603_clean.wav,تمام,0.792
adapt_sample_604_clean,../data/adapt/adapt_sample_604_clean.wav,بس ما هو لازم يبقى إيه إيه الرخصه ده بقى طب هنرجع يا ستي طب ينفع,4.872
adapt_sample_605_clean,../data/adapt/adapt_sample_605_clean.wav,ورا الكاميرا أنا ماليش أي علاقه بوائل صح كده أه طيب هو أنا إتكلمت على الدكتور مرسي إن هو إن هو شخص سيء لا هو شخص صالح يعني ولا إنه زكي علىعلى الله أحد شخص صالح وبيصلي وبتاع,15.96
adapt_sample_606_clean,../data/adapt/adapt_sample_606_clean.wav,عامل ديك وساكت,2.664
adapt_sample_607_clean,../data/adapt/adapt_sample_607_clean.wav,نسمع التأشيره ونقول الشعر بقى شويه,3.792
adapt_sample_608_clean,../data/adapt/adapt_sample_608_clean.wav,البيت,1.224
adapt_sample_609_clean,../data/adapt/adapt_sample_609_clean.wav,لبش,0.672
adapt_sample_610_clean,../data/adapt/adapt_sample_610_clean.wav,تمام كلام سليم,1.344
adapt_sample_611_clean,../data/adapt/adapt_sample_611_clean.wav,أمال لك تلت سنين بتقولي أنا بحب الأهلي,1.944
adapt_sample_612_clean,../data/adapt/adapt_sample_612_clean.wav,مش كفايه شغال لوحده,1.848
adapt_sample_613_clean,../data/adapt/adapt_sample_613_clean.wav,بيضه كده أنا خضره والواد عايز يتجوزها,2.688
adapt_sample_614_clean,../data/adapt/adapt_sample_614_clean.wav,ها,0.696
adapt_sample_615_clean,../data/adapt/adapt_sample_615_clean.wav,أه,1.032
adapt_sample_616_clean,../data/adapt/adapt_sample_616_clean.wav,أنا و لا فخر عندي خمس فدن و ساقيه و باكل بيجر الساقييه و بقرتين وحصان وبدور على المهر,10.992
adapt_sample_617_clean,../data/adapt/adapt_sample_617_clean.wav,أه أنا مش متداري كلمة كلمة الحج واضحه يا أستاذ وائل واللي يزعل يزعل,7.224
adapt_sample_618_clean,../data/adapt/adapt_sample_618_clean.wav,ليه عشان النادي الأهلي ده أه أكبر نادي في الشرق الأوسط,4.488
adapt_sample_619_clean,../data/adapt/adapt_sample_619_clean.wav,ده اللي مخوفك,1.368
adapt_sample_620_clean,../data/adapt/adapt_sample_620_clean.wav,عايز أشوفهم يا منصور,4.008
adapt_sample_621_clean,../data/adapt/adapt_sample_621_clean.wav,معاك يا خميس الله يخرب بيت أبوك,2.64
adapt_sample_622_clean,../data/adapt/adapt_sample_622_clean.wav,عيانه مش عيانه هاتيها نكشف عليها لو سمحتي,10.632
adapt_sample_623_clean,../data/adapt/adapt_sample_623_clean.wav,سلام يا ولد اخوي,12.648
adapt_sample_624_clean,../data/adapt/adapt_sample_624_clean.wav,خلي بالك وغلطه في حق قدرت دوست على الزرار على طول مينفعش,6.635125
adapt_sample_625_clean,../data/adapt/adapt_sample_625_clean.wav,وكل واحد يزرع أرضه بطريقته,2.76
adapt_sample_626_clean,../data/adapt/adapt_sample_626_clean.wav,إقرأ باسم ربك الذي خلق المصالح والمصايب ده ده تحريف تحريف إيه يا عم,5.256
adapt_sample_627_clean,../data/adapt/adapt_sample_627_clean.wav,راحو الدرس يابا مالك يابا شكلك مضايق أكيد قابلت عمي في الزرع,5.016
adapt_sample_628_clean,../data/adapt/adapt_sample_628_clean.wav,قالي طب يا دوي إيه رأيك تطلع من المأموريه دي قولتله أتوكل على الله,3.984
adapt_sample_629_clean,../data/adapt/adapt_sample_629_clean.wav,ودي كيداهم,10.752
adapt_sample_630_clean,../data/adapt/adapt_sample_630_clean.wav,قالها لا مش وجدي كمال الطويل إم ده كمال,6.76575
adapt_sample_631_clean,../data/adapt/adapt_sample_631_clean.wav,أنا أقبل أمام بنتي إني أتحبس كناشط سياسي لكن مقبلش,7.08
adapt_sample_632_clean,../data/adapt/adapt_sample_632_clean.wav,ده انا مشيت ياما علشان أشوف راحه يا مليني حنيه وموده وسماحه ناقص تريحني,10.7101875
adapt_sample_633_clean,../data/adapt/adapt_sample_633_clean.wav,لا أنا منمش أصلا أنا منمش أنا منمش,3.888
adapt_sample_634_clean,../data/adapt/adapt_sample_634_clean.wav,هما خدوا حقهم,1.032
adapt_sample_635_clean,../data/adapt/adapt_sample_635_clean.wav,طب لو قولت يا عم الحج,1.032
adapt_sample_636_clean,../data/adapt/adapt_sample_636_clean.wav,"بس , ده أول حاجه",4.4930625
adapt_sample_637_clean,../data/adapt/adapt_sample_637_clean.wav,إبنك يقولك يا بطل هات الانتصار,2.769
adapt_sample_638_clean,../data/adapt/adapt_sample_638_clean.wav,قالت لها إزاي في بلد الكرم الأقصر,2.904
adapt_sample_639_clean,../data/adapt/adapt_sample_639_clean.wav,رايحه بالواي فاي واي فاي هيتكتب في القايمه,2.616
adapt_sample_640_clean,../data/adapt/adapt_sample_640_clean.wav,أه لأ يعني مع عبد الحليم في الغنا,9.8743125
adapt_sample_641_clean,../data/adapt/adapt_sample_641_clean.wav,لقيته حاسس بالوحده من غير واكلاهم,3.0
adapt_sample_642_clean,../data/adapt/adapt_sample_642_clean.wav,كفار كل البلد مصريين كل المسلمين مسلمين وكل المسيحيين مسيحيين وفي النهايه إحنا الكل في مصر وبنتكلم على مصر لا بنتكلم على مسلمين ولا على كفار يعني هو أنا لما هنزل يوم تلاتين,16.56
adapt_sample_643_clean,../data/adapt/adapt_sample_643_clean.wav,وبعدين ضد مين بعد,2.2988125
adapt_sample_644_clean,../data/adapt/adapt_sample_644_clean.wav,يلا روح هات العقود,8.928
adapt_sample_645_clean,../data/adapt/adapt_sample_645_clean.wav,طبعا ليه يا بوي,1.992
adapt_sample_646_clean,../data/adapt/adapt_sample_646_clean.wav,تسلم البطن اللي شالت,2.568
adapt_sample_647_clean,../data/adapt/adapt_sample_647_clean.wav,الفكره عجبتني,1.416
adapt_sample_648_clean,../data/adapt/adapt_sample_648_clean.wav,مسؤول السياسي في المنظمه اللي بلغ عني مسؤولي,6.2955
adapt_sample_649_clean,../data/adapt/adapt_sample_649_clean.wav,هو المفروض كل واحد يبقى في قلبه,2.184
adapt_sample_650_clean,../data/adapt/adapt_sample_650_clean.wav,ده أكيد,1.128
adapt_sample_651_clean,../data/adapt/adapt_sample_651_clean.wav,أجمل مذيع,0.912
adapt_sample_652_clean,../data/adapt/adapt_sample_652_clean.wav,أيوه,1.464
adapt_sample_653_clean,../data/adapt/adapt_sample_653_clean.wav,أبويا ماله,1.44
adapt_sample_654_clean,../data/adapt/adapt_sample_654_clean.wav,تمام,0.432
adapt_sample_655_clean,../data/adapt/adapt_sample_655_clean.wav,اشربها كلها اشرب يا خماسينو,33.624
adapt_sample_656_clean,../data/adapt/adapt_sample_656_clean.wav,لما إنت بتعايرني بخلفتي أمال الغريب يعايرني بإيه,6.672
adapt_sample_657_clean,../data/adapt/adapt_sample_657_clean.wav,هشتري عياده للدكتوره نصره بنتي,3.072
adapt_sample_658_clean,../data/adapt/adapt_sample_658_clean.wav,وصابعي لوحده بكسوفك ولا تهزش قصاد خوفك يا خوف يا جبان أنا إخوان,9.96
adapt_sample_659_clean,../data/adapt/adapt_sample_659_clean.wav,يا عم قالي بس هنقولها يا جماعه يعني هتغنيها للكروال,8.6465625
adapt_sample_660_clean,../data/adapt/adapt_sample_660_clean.wav,هو طلع لقيه حذر معاه يا جدعان أخوك أخوك قتل والده عمك جته إنت ما خرجش في مشاكل إرحل مشيت من البلد يبقوا ما حدش هيدعبس عليها تقعد في البلد والرقص يملوك هيموتوك,16.368
adapt_sample_661_clean,../data/adapt/adapt_sample_661_clean.wav,وتكمل فرحتي ويبقى عندي بت دكتوره,4.104
adapt_sample_662_clean,../data/adapt/adapt_sample_662_clean.wav,وسإيه عامل الديك خميس,1.968
adapt_sample_663_clean,../data/adapt/adapt_sample_663_clean.wav,يا رب يبعد عنك المرض,6.384
adapt_sample_664_clean,../data/adapt/adapt_sample_664_clean.wav,ده عين العقل يا بنت عمي كلام زين,3.936
adapt_sample_665_clean,../data/adapt/adapt_sample_665_clean.wav,أه البرنامج بتاعك,1.536
adapt_sample_666_clean,../data/adapt/adapt_sample_666_clean.wav,إي عامل تمام,1.08
adapt_sample_667_clean,../data/adapt/adapt_sample_667_clean.wav,فجأه لقيت نفسي بطبخ,2.429375
adapt_sample_668_clean,../data/adapt/adapt_sample_668_clean.wav,يا ولدي ما فيش في الحب أه ما فيش في ال في الجواز غيره,7.0008125
adapt_sample_669_clean,../data/adapt/adapt_sample_669_clean.wav,كنت حاسس إن أنا بغرق وهما التلاته بيسحبوني,6.312
adapt_sample_670_clean,../data/adapt/adapt_sample_670_clean.wav,تعمالى يا ع,2.208
adapt_sample_671_clean,../data/adapt/adapt_sample_671_clean.wav,لما كبرت لما جيت اتجوزت نهاد التي لم تدخل المطبخ في حياتها إم,6.7135
adapt_sample_672_clean,../data/adapt/adapt_sample_672_clean.wav,يعني في قصيدة يامنه مثلا,2.61225
adapt_sample_673_clean,../data/adapt/adapt_sample_673_clean.wav,أنا واخدها,1.12325
adapt_sample_674_clean,../data/adapt/adapt_sample_674_clean.wav,ملعون في كل كتابيا داء السكوت,3.813875
adapt_sample_675_clean,../data/adapt/adapt_sample_675_clean.wav,بروح لأبوك واقوله بياخد أبتريل,3.552
adapt_sample_676_clean,../data/adapt/adapt_sample_676_clean.wav,لكني وراك بعارضك أه لكني وراك بكدب في السفينه معاك اكون ودنك اكون عينك اكون جوه في دراعك نبني بلدنا لهوانا مش لهواك,16.488
adapt_sample_677_clean,../data/adapt/adapt_sample_677_clean.wav,أنا بشجع الزمالك,1.368
adapt_sample_678_clean,../data/adapt/adapt_sample_678_clean.wav,راحت طبعا خدت معلقه,2.064
adapt_sample_679_clean,../data/adapt/adapt_sample_679_clean.wav,هذا ما إحنا بنعلم ولادنا ونوديهم المدارس والكليات,4.896
adapt_sample_680_clean,../data/adapt/adapt_sample_680_clean.wav,لازم كلكم تقروا وتكتبوا فاهمين,2.856
adapt_sample_681_clean,../data/adapt/adapt_sample_681_clean.wav,الاتحاديه لكن لما الإعلان الدستوري نفسه نزل أنا طلعت قلت شعر لكن بعد عشر تشهر أنا مش شايف أي حاجه بتحصل أي حاجه بتحصل,10.656
adapt_sample_682_clean,../data/adapt/adapt_sample_682_clean.wav,تعالي,0.48
adapt_sample_683_clean,../data/adapt/adapt_sample_683_clean.wav,صح كده,0.768
adapt_sample_684_clean,../data/adapt/adapt_sample_684_clean.wav,تاني يوم التليفونات إلحق تعالى البتاع الإرهاب روحت,5.9559375
adapt_sample_685_clean,../data/adapt/adapt_sample_685_clean.wav,وقبلك كله مش محسوب عليا وقبلك ضاعت الأيام,4.8849375
adapt_sample_686_clean,../data/adapt/adapt_sample_686_clean.wav,طبعا وابنود وبتاع والناس,2.769
adapt_sample_687_clean,../data/adapt/adapt_sample_687_clean.wav,أبو رشوان,0.984
adapt_sample_688_clean,../data/adapt/adapt_sample_688_clean.wav,ومش كل لما توعد وعد تطلع بوق ما تشدش فرامل اليد وتطلب مني أنزل أزق ولما الناس تكون سايره ومختلفه,13.584
adapt_sample_689_clean,../data/adapt/adapt_sample_689_clean.wav,يعني دايما كان وطنيتهم حلوه زي أغلى إسم في الوجود إم,10.579625
adapt_sample_690_clean,../data/adapt/adapt_sample_690_clean.wav,بطلع فوق عند عشة الفروج و بمسك أتخن ديك فيها بروح مقصقص ريشه بروح شاطر من فوق السطح,9.288
adapt_sample_691_clean,../data/adapt/adapt_sample_691_clean.wav,لأ طيب أه كانت بتغني,2.3249375
adapt_sample_692_clean,../data/adapt/adapt_sample_692_clean.wav,أنا مخدتش بالي مع البيت التاني اللي من النحل اللي قدامه,3.912
adapt_sample_693_clean,../data/adapt/adapt_sample_693_clean.wav,بغض النظر أه ده مش دفاع مش هاين عليا الشباب,4.8588125
adapt_sample_694_clean,../data/adapt/adapt_sample_694_clean.wav,خلاص يا أبو أخوك إحنا نعزل أبونا سابنا أربع فدن,5.856
adapt_sample_695_clean,../data/adapt/adapt_sample_695_clean.wav,وإن لم تحاسديه فما فما أنكر أني عقوبة لهم,7.5755
adapt_sample_696_clean,../data/adapt/adapt_sample_696_clean.wav,وأوقفني جواز غير مختوم على الشباك لم أعبر حين كبرت لم أبحر ولم أعبر كبرت أنا وهذا الطفل لم يكبر,17.928
adapt_sample_697_clean,../data/adapt/adapt_sample_697_clean.wav,لأنه رأيهم إن ده المفروض هي تعمل إم,3.631
adapt_sample_698_clean,../data/adapt/adapt_sample_698_clean.wav,التار إنت منين في الصعيد,2.424
adapt_sample_699_clean,../data/adapt/adapt_sample_699_clean.wav,دي مره الظالمه بتصحي الضيوف من الساعه سته وتسيب الفراجات يصحوا براحتهم,6.432
adapt_sample_700_clean,../data/adapt/adapt_sample_700_clean.wav,فريق كبير أه سقف سنه,3.12
adapt_sample_701_clean,../data/adapt/adapt_sample_701_clean.wav,و لكن أنا يعني لازم يعني تحقق ما تراه مش ما يراه الاخرون,11.1804375
adapt_sample_702_clean,../data/adapt/adapt_sample_702_clean.wav,إنتي رايحه الكليه النهارده,2.856
adapt_sample_703_clean,../data/adapt/adapt_sample_703_clean.wav,لحسن أبو البنات يخلص قبلنا,4.44
adapt_sample_704_clean,../data/adapt/adapt_sample_704_clean.wav,أمال هو اللي مخلي التار ما يخلصش إيه,4.608
adapt_sample_705_clean,../data/adapt/adapt_sample_705_clean.wav,مش عيم سته,1.08
adapt_sample_706_clean,../data/adapt/adapt_sample_706_clean.wav,إم في ال اللي حبسني,3.0563125
adapt_sample_707_clean,../data/adapt/adapt_sample_707_clean.wav,ليه كل يوم احتياج واحد ده انا عندي سرير عندي بتاع ميه وخمسين واحد احتياج واحد احتياج واحد كلت ديابه بس واتعلمت انا اتعرضت لمؤاخذه وانا قاعد ديابه انا بقولك ده كان بياكل الميتين,16.896
adapt_sample_708_clean,../data/adapt/adapt_sample_708_clean.wav,يعني كانت بنتي إم,2.481625
adapt_sample_709_clean,../data/adapt/adapt_sample_709_clean.wav,وليه منزلتش بسلامتها,2.712
adapt_sample_710_clean,../data/adapt/adapt_sample_710_clean.wav,خليه يتقوى ببناته,1.968
adapt_sample_711_clean,../data/adapt/adapt_sample_711_clean.wav,أه تقولها دي طحينه,1.368
adapt_sample_712_clean,../data/adapt/adapt_sample_712_clean.wav,عارف يا منصور,2.64
adapt_sample_713_clean,../data/adapt/adapt_sample_713_clean.wav,كيبتكم هتعيشي معاها,1.632
adapt_sample_714_clean,../data/adapt/adapt_sample_714_clean.wav,هعمل ايه أدي الله وادي حكمته حسبي الله ونعم الوكيل,6.36
adapt_sample_715_clean,../data/adapt/adapt_sample_715_clean.wav,ده برشام فلورست بتاع صداع,2.496
adapt_sample_716_clean,../data/adapt/adapt_sample_716_clean.wav,كان عبد الحليم في الاستوديو وهي بينها وبين عبد الحليم مصانع الحداد,7.4188125
adapt_sample_717_clean,../data/adapt/adapt_sample_717_clean.wav,زوجته وولاده,2.690625
adapt_sample_718_clean,../data/adapt/adapt_sample_718_clean.wav,لأن احنا لنا تجربه طويله عريضه إم شريفه إم دفعنا تمنها,7.497125
adapt_sample_719_clean,../data/adapt/adapt_sample_719_clean.wav,يعني براحتك كنت اقعد جنبها,2.586125
adapt_sample_720_clean,../data/adapt/adapt_sample_720_clean.wav,قولتله أنا أنا عبد الرحمن الأبنودي تغنيلي أم كلثوم أغنيه اسمها بالراحه يا حبيبي,7.3665625
adapt_sample_721_clean,../data/adapt/adapt_sample_721_clean.wav,أيوه دخلنا قرايبنا إحنا يا جماعه ضربوا منهم واحد و حاولوا ضربوا بالقانون,8.016
adapt_sample_722_clean,../data/adapt/adapt_sample_722_clean.wav,سبحان الله,0.912
adapt_sample_723_clean,../data/adapt/adapt_sample_723_clean.wav,لازم الصعيد يتسلط عليه الأضواء يا أستاذه منى صح يعني في,3.552
adapt_sample_724_clean,../data/adapt/adapt_sample_724_clean.wav,تصور يا جمعه دي بتخاف على الفرخه واكلاهم أكتر من الديك خميس,5.136
adapt_sample_725_clean,../data/adapt/adapt_sample_725_clean.wav,أه يعني ممكن تيجي مراتك الصبح,4.944
adapt_sample_726_clean,../data/adapt/adapt_sample_726_clean.wav,أروح للحمامات أرجع بيها,1.968
adapt_sample_727_clean,../data/adapt/adapt_sample_727_clean.wav,فده كله حضرتك من العادات والتقاليد يعني أنا لسه أخويا مجوز بنته من حوالي أسبوعين,5.256
adapt_sample_728_clean,../data/adapt/adapt_sample_728_clean.wav,خلاص دخل دولا في القفص عشان كشفنا عليهم,4.896
adapt_sample_729_clean,../data/adapt/adapt_sample_729_clean.wav,أمي والليل مليل طعم الزاد الجليل ألله بترفرف جبل ترحل,7.68
adapt_sample_730_clean,../data/adapt/adapt_sample_730_clean.wav,عم منصور,3.672
adapt_sample_731_clean,../data/adapt/adapt_sample_731_clean.wav,سلسه فيها يعني إم واحد ممكن يجيبلك,3.096
adapt_sample_732_clean,../data/adapt/adapt_sample_732_clean.wav,يعتبر مات جايبه ووجاي شايل الكفن وحاطط السكينه,5.352
adapt_sample_733_clean,../data/adapt/adapt_sample_733_clean.wav,أه نايم وجت واحده كده,2.64
adapt_sample_734_clean,../data/adapt/adapt_sample_734_clean.wav,هو عامل نفسه مش شايف هو شايف طبعا عدى حسني مبارك كده,8.3330625
adapt_sample_735_clean,../data/adapt/adapt_sample_735_clean.wav,قصدي نتكلم في المهر,2.184
adapt_sample_736_clean,../data/adapt/adapt_sample_736_clean.wav,كانت نهال في الوقت ده على باب خطوبه إم وواخده الصور توريها بتوريهالي يعني وتوريها للفاطمه جانديل,18.07675
adapt_sample_737_clean,../data/adapt/adapt_sample_737_clean.wav,طب ما اقتعتوش ليه بيها ديت,1.992
adapt_sample_738_clean,../data/adapt/adapt_sample_738_clean.wav,تمام ماشي,1.2
adapt_sample_739_clean,../data/adapt/adapt_sample_739_clean.wav,عمد الله على السلامة يا واد,1.008
adapt_sample_740_clean,../data/adapt/adapt_sample_740_clean.wav,قالولي العروسه فرسه مصدقتش,4.368
adapt_sample_741_clean,../data/adapt/adapt_sample_741_clean.wav,سلامة قلبك يابا,1.944
adapt_sample_742_clean,../data/adapt/adapt_sample_742_clean.wav,لكن يعني إيه احتفظت بحبهم إم,3.78775
adapt_sample_743_clean,../data/adapt/adapt_sample_743_clean.wav,يعني إحنا بيتين إي البيت التاني اللي اضرب منه هو اللي ضرب الجده,6.024
adapt_sample_744_clean,../data/adapt/adapt_sample_744_clean.wav,ولدت بتونس الخضراء من أصل عماني وعمري زاد عن ألف وأمي لم تزل تحمل أنا العربي في بغداد لي نخل سوداني شرياني أنا مصري وموريتانيا وجيبوتي وحماني مسيحي وسني وشيعي وشيعي وشيعي وعلوي وشيعي وشيوعي أنا لا أحفظ الأسماء,26.664
adapt_sample_745_clean,../data/adapt/adapt_sample_745_clean.wav,أه على فكره لفة العمه دي بتاعت الأقصر بتاعت صعيدنا يعني ممكن تكون في المسلسلات مختلفه بس أنا حابه أعملها كده,8.568
adapt_sample_746_clean,../data/adapt/adapt_sample_746_clean.wav,يقولك اللي بره دول اللي بره ما هو في الحريه إم يغلط ميغلطش بكافو إم,9.8220625
adapt_sample_747_clean,../data/adapt/adapt_sample_747_clean.wav,أهلا أهلا أهلا,2.304
adapt_sample_748_clean,../data/adapt/adapt_sample_748_clean.wav,ممكن لما امسك حاجه ولادي يتفرجوا عليها يقولوا بص عليها كده,4.008
adapt_sample_749_clean,../data/adapt/adapt_sample_749_clean.wav,طيب أنا عندي المره الفروجه اللي بتبيض,3.216
adapt_sample_750_clean,../data/adapt/adapt_sample_750_clean.wav,امسيك بالخير يا أستاذ حياك الله يا أستاذ أهلا بيك ومرحبا يا أستاذ,4.872
adapt_sample_751_clean,../data/adapt/adapt_sample_751_clean.wav,بليغ جالي في يوم وقالي يا عم أبسط أم كلثوم هتغني أنا مش كلثوم,7.3665625
adapt_sample_752_clean,../data/adapt/adapt_sample_752_clean.wav,وخلال ده بيحكي عن حياته في باريس وعن مسارح باريس حاجه يعني مش عارف لحظات كانت جميله مع الراجل ده,10.9191875
adapt_sample_753_clean,../data/adapt/adapt_sample_753_clean.wav,لا,0.528
adapt_sample_754_clean,../data/adapt/adapt_sample_754_clean.wav,ما تخطبليش في أتباعك ولما تكون مع وزيره متلعبليش في دراعك,8.808
adapt_sample_755_clean,../data/adapt/adapt_sample_755_clean.wav,هي فيها فروج,2.136
adapt_sample_756_clean,../data/adapt/adapt_sample_756_clean.wav,أه معانا خمسين حتى ايه تقولي كده مش كده,6.4
adapt_sample_757_clean,../data/adapt/adapt_sample_757_clean.wav,هو من قتل يقتل,2.04
adapt_sample_758_clean,../data/adapt/adapt_sample_758_clean.wav,شرفت والله,1.008
adapt_sample_759_clean,../data/adapt/adapt_sample_759_clean.wav,كان عندي حداشر سنه يوم ما خدوني لأبوه أه وأبوه كان قد النخله ومليت الدنيا بيكم,8.5420625
adapt_sample_760_clean,../data/adapt/adapt_sample_760_clean.wav,فاتهم,1.224
adapt_sample_761_clean,../data/adapt/adapt_sample_761_clean.wav,إيه الحلاوه دي,1.608
adapt_sample_762_clean,../data/adapt/adapt_sample_762_clean.wav,أنا وبعمل العمليه شوفت بناتك التلاته,5.568
adapt_sample_763_clean,../data/adapt/adapt_sample_763_clean.wav,طب ما ناس كتير هتموت وملهاش ذنب,2.52
adapt_sample_764_clean,../data/adapt/adapt_sample_764_clean.wav,وكنت أخبئ الأشعار في قلبي ووجداني بلاد العرب أوطاني وكل العرب إخواني بلاد العرب أوطاني,9.552
adapt_sample_765_clean,../data/adapt/adapt_sample_765_clean.wav,ونزلت المهم رجعت المغربيه,4.2840625
