audio,transcript
test_sample_1445_clean,<fil> يعني <fil> يعني <fil> يعني <fil> يعني <fil> يعني <fil> يعني <fil> يعني <fil> يعني <fil> يعني <fil> يعني <fil> يعني <fil> يعني <fil> يعني <fil> يعني <fil> يعني <fil> يعني <fil> يعني <fil> يعني <fil>
test_sample_1446_clean,اللغه العربيه إم بطل عمل تحت أديه يعني شعرق نعرفهم إم
test_sample_1447_clean,فا فا فلما نزلنا التحديات والناسبين و إن شاء الله رب العالمين يوم هتحدث وتلاتين سته هننزل السيناريين برضو يا رب يا رب
test_sample_1448_clean,أنا متهيألي إن ليا ترتفع أسواق إسقاط هذا النظام إلى إذا تعامل مع هذا اليوم بشكل عليه لو لو هو بدأ العنف يبجه ميزعلش
test_sample_1450_clean,هتروح معاه يا جي معاها ولا أروح لوحدي
test_sample_1451_clean,ده فده الشيشه الأولى
test_sample_1452_clean,أنا حبوت جاب الوجيع عن مرتيني
test_sample_1453_clean,إحنا متين مش هطمنك إحنا هنتعرف بالعمليه و لا إنتو عدت ذلينا عشان ما فيش غيرك بيعملها
test_sample_1454_clean,عليه الصلاة والسلام عليه الصلاة والسلام عليه الصلاة
test_sample_1455_clean,<fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fi
test_sample_1456_clean,الله على الله عملي
test_sample_1457_clean,أو من الأجيال الماضي و كل حضراتكوا
test_sample_1458_clean,فهو برضو وإنسان سان بيفكر سلق أه له خلفيه ثقافيه كافيه إن هتفهمه إن اللي بيديل ده يشدع و بعد كده خلي بالكوا ثقافيه كافيه إن هتفهموا إن اللي بيديل ده يشدع و بعد كده خليني
test_sample_1459_clean,إم مكنناش أحتراف لأ أقول كده إم يعني الوقت أنا قلبي مع سياسي لأنه يعني إحنا بقينا محترفين جدا
test_sample_1460_clean,مش دنيايات دنيايات دنيا
test_sample_1461_clean,فالخمسه و عشرين اليوتيوبينيين اليوتيوبينيينييني
test_sample_1462_clean,بعه
test_sample_1463_clean,يعني كلمك على المرأه المصريه دي أو بقلل من أعظم الناس في الدنيا القلق إم تتحمل ما لا يتحمله أحد إم
test_sample_1465_clean,هو بخطوم الحكايه دي أمليها إعمليها
test_sample_1466_clean,عشان إسمه علىس المراكز
test_sample_1467_clean,<fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <
test_sample_1468_clean,<fil> و <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil>
test_sample_1469_clean,و مش عايز لكن إنت في الكلاب و كده الصلاة والسلام
test_sample_1470_clean,وهما وجف أه أعلنوا إنهم إحنا مش هنعمل قصر العين ده و إحنا مش هنعمل هو إحنا مش على
test_sample_1471_clean,عملت لأ طب على الفضيل مش أنا
test_sample_1472_clean,يعني دي أنا
test_sample_1473_clean,ده في جيكس مخنيس بنسميها على اسمي
test_sample_1474_clean,ده مش قادره
test_sample_1475_clean,ده اقتصاد بلادنا بس أه الناحيه التانيه كده غرب نيللي إم هو شيخ الأزهر صادق سيد توجيه و ده من عندنا إم
test_sample_1476_clean,أنا <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <
test_sample_1477_clean,<fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <f
test_sample_1478_clean,وحبه في الساعه وحبه في الساعه وحبه في الساعه وحبه في الساعه وحبه في الساعه
test_sample_1480_clean,على  فكرهيتي مش أعملها عشان تديت جثر لساني جابي ما التارج على على جلسة سعيد إم يعني على جلسة سعيد إم يعني على جلسة سعيد إم
test_sample_1481_clean,وعندينا مستشاريين عندي مقاييارين إم عندي نقضاء عندي لينا مفاجئين أه إن شاء الله إن شاء الله بإذن الله عليه الصلاة والسلام عليه الصلاة والسلام عليه الصلاة والسلام عليه الصلاة والسلام عليه الصلاة والسلام عليه الصلاة والسلام عليه الصلاة والسلام
test_sample_1482_clean,و ناخد عشر تلاف بقى
test_sample_1483_clean,شجل الدكتوره تأمنه عياده وشده للمحاميه تعمل همك
test_sample_1484_clean,يا صيغة السياسيه بحت بتهاجم بيها بتحكيم بيها الأنظمه لحكي مواكب كتيبة سنة تمانيه و تسعين ومعايا التسجيلات بتاعتها سنة تمانيه و تسعين فأنا بجيلها إيه يا خريج الأمة العربيه تقلاق بسم الله ال البيكه التي خلق على المسارحه و المصايف هو المطاعمه و النصاء
test_sample_1485_clean,ده شهادنا كان لا شهر و ده اللي هو
test_sample_1486_clean,يعني جاب منين
test_sample_1487_clean,هيحصله
test_sample_1488_clean,عليه الصلاة والسلام عليه الصلاة والسلام عليه الصلاة والسلام عليه الصلاة والسلام عليه الصلاة والسلام عليه الصلاة والسلام عليه الصلاة والسلام عليه الصلاة والسلام عليه الصلاة والسلام عليه الصلاة والسل
test_sample_1489_clean,و اللغه الحكومه
test_sample_1490_clean,<fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil>
test_sample_1491_clean,و الله بين البيئه و الشريف طحمه
test_sample_1492_clean,و مش هايل فا غضاه و الاجتهد ناس ما فيش فايف بتهدد في مين هيحسن دهما الأهل الهجومي وجيعه سالحه في الشيخ و مش ممكن هتخفوني هتسمعني هتسمع
test_sample_1493_clean,محمد نصر ناصر ناصر ناصر ناصر ناصر ناصر نا
test_sample_1495_clean,أيوه و طلعهم خير
test_sample_1496_clean,<fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil
test_sample_1497_clean,العمل المذيع بيذهب الأخوه
test_sample_1498_clean,فلما يستطيع أن نفتح الضحى الغادي
test_sample_1499_clean,عارف مغرور أنا رفضحب السيعان و حاسس جاربي هيوجه فين الفرح
test_sample_1500_clean,خدوا بالكوا
test_sample_1501_clean,بكثير الخيال
test_sample_1502_clean,و الله حضرتك أنا جابلي الفكره أو أنا بحب أشكر كل واحد ساهم معايا وشجيع الفايده
test_sample_1503_clean,وياخد عشره معاها مصطفى ملالب هيطلع عنه
test_sample_1504_clean,وبالتالي الشعراء المهمين الدنيا
test_sample_1505_clean,سابته كملجابه للعطيه حلف علمتهصارت
test_sample_1506_clean,فايد الحاجات دي يعني لازم الحاجات ديت دي يعني لازم الحاجات دي
test_sample_1507_clean,و تسجيل أرض وكده و بتاع وبقى كده بعد ما ترجعها تخبز وت رب الأولاد
test_sample_1508_clean,قبل العظيم أروح أصحابي غلط طيب و صديقي و في الوقت ده أنا كنت ما فيش يعني ممكن أحسيني أو الله
test_sample_1510_clean,لأنه لذيذ الوهاب و هو مسبب الأسباب فنيه الفضل والبنه والطاعه
test_sample_1511_clean,أنا هاجي جواز يقولك إيه أنا واحده شبه المذيعه من الشاذلي أرفع
test_sample_1512_clean,و أعلى صورة الإنسان يورم الشبك في البحر عبد الرسان
test_sample_1513_clean,على الأجيال اللي أنا بعلمهم
test_sample_1514_clean,ضيعه في بتكلمه ميدريس السيوله في متكلمه ميدريس السياسي سريعه في بتكلمه ميدري
test_sample_1515_clean,أربعين سنه
test_sample_1516_clean,لما يتستمتع
test_sample_1517_clean,مبرر جابوا
test_sample_1518_clean,<fil> <fil> <fil> <fil> <fil>
test_sample_1519_clean,<fil> هو طبعا الفن أصل أنا
test_sample_1520_clean,دماغك حبي مصطلحني خلاص
test_sample_1521_clean,و الجمالك سألنا كده يعني ده جالك باخد فيك إم مش باخد ليك
test_sample_1522_clean,قالي عندي خبر طيب كده إن شاء الله الست المكالثوم
test_sample_1523_clean,ما هو دلوقتي ده الإخوان سابق مع الإخوان
test_sample_1525_clean,بنعتذنها التي بالأمر بدكتور هبلنا هتملنه صغيرين
test_sample_1526_clean,لو سمحت حلها
test_sample_1527_clean,و عليكم السلام و بالبنات
test_sample_1528_clean,أحسب أنا بتكلم على إن أي رأي أي ريس ييجي و و و لا يوفي بالوجود اللي أنا انتخبطه على أساسها ولا إنت خدت الدكتور من السياده أنا عرفه
test_sample_1529_clean,هو دهدي الكنيس أيوه
test_sample_1530_clean,يعني إحنا كنا قريبين من حابب إن جبنه نسبته وكنا معفنين معلش
test_sample_1531_clean,و جارت لون جيت الدكاتره أول واحد تكشفير الأمن
test_sample_1532_clean,عليه الصلاة والسلام عليه الصلاة والسلام
test_sample_1533_clean,أه ليك أهلي أهلي
test_sample_1534_clean,الشنب ليكش أنا بنت تاخد أنا لكن عليك طهار كوب ميز ورقمات ميزه الضرايب يعني ده أيوه
test_sample_1535_clean,بانت بقونا لهذه المرور
test_sample_1536_clean,إنما اللي محتاجله الصبر الناس الليالها كان محتاجين لتطوية اليوتيين والاستمرار إم جمعه بعد جمعه مع جمعه
test_sample_1537_clean,ده أنا كل سنه ببص في عادة الجواز
test_sample_1538_clean,وناس
test_sample_1540_clean,و كان ليه حساسيه خفيفه
test_sample_1541_clean,<fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil>
test_sample_1542_clean,وجه في مكملين وجعل في اخر محدثه في التورات وجه في تلات في الفئه جال الزمان أه أيام ما كانش حد بيجهول ولالته
test_sample_1543_clean,و هي جنبه الفارئ إن بطيف البطاطه و الأداره بعد الخبيز
test_sample_1544_clean,طالما هو الأهل مش أهل الأهل عمل أهل شهور
test_sample_1545_clean,وعارفه هو متجوزش
test_sample_1546_clean,أيوه أنا وهيألي شغلي الفلاني
test_sample_1547_clean,<fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> 
test_sample_1548_clean,إنت ناصر منه عين جرب علاء
test_sample_1549_clean,طب إنت عارف مين عملك العمليه يعني بقي
test_sample_1550_clean,أنا عندي تفرج عليا الناس كلها إيه براحه
test_sample_1551_clean,<fil> <fil> <fil
test_sample_1552_clean,ضعب العروسه وأنا خلاص إم
test_sample_1553_clean,<fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> حاجه من المسلمين
test_sample_1555_clean,إني أمان بينتي و أمن عريش بينتي في يوم من الأيام و أمان أهل مراتي و أنا علمتي إني أطلع أمنهم كأخر هل الحقيقي يوم من الأيام و يجبلها على خامة الدخل اللي هو كان أقسم بالله العظيم هذا التذيع
test_sample_1556_clean,عندنا حضرتك الحاجه سياسه أقسم بالله أنا كنت أشوفه في الشوارع الأكسر ما كنت أعرف إنها ست من غير لما الرئيس السيسي كرمها
test_sample_1557_clean,و اللجان الست دي
test_sample_1558_clean,وسامه جدعين إم
test_sample_1559_clean,هيديكوا ما هو ما هو ما هو ما هو ما هو ما هو ما هو ما هو ما هو ما هو ما هو ما هو ما هو ما هو ما هو ما هو ما هو ما هو ما هو ما هو ما هو ما هو ما هو ما هو ما هو ما هو ما هو ده ما هو ما هو ما هو ما هو ما هو ما هو ما هو ما هو ما هو ما هو ما هو ما هو ما هو ما هو ما هو ما هو ما هو ما هو ما هو ما هو ما هو ما هو ما هو ما هو ما هو ما هو ما هو ما هو ما هو ما هو ما هو ما هو ما هو ما هو ما هو ما هو ما هو ما هو ما هو ما هو ما هو ما هو ما هو ما هو ما هو ما هو ما هو ما هو ما هو ما هو ما هو ما هو ما هو ما هو ما هو ما هو ما هو ما هو ما هو ما هو ما هو ما هو ما هو ما هو ما هو ما هو ما هو ما هو ما هو ما هو ما هو ما هو ما هو ما هو ما هو ما هو ما هو ما هو ما هو ما هو ما هو
test_sample_1560_clean,وعارف هي ناصر إنت مش بتعين نباتي بس إنت صعبان عليا
test_sample_1561_clean,عارف يا عيني أنا معمللك العمليه جيد بقوه بحوالي تسعه وتلاتين سنه كنت بموت معاهك فيهم يعني
test_sample_1562_clean,إزيك إزيك إزيك مش هاجي إبني مش هجوم مش عاجبنا يعني أنا أنا أنا لوحدي مش عاجب
test_sample_1563_clean,إن شاء الله يا رسول الله
test_sample_1564_clean,هو هي مق ما تعرف إننا جبنا شبسب فكريني وانتنازله فاكريني وإحنا نازلين بجذبلك بكره بطريقتي ما فيش ما فيش ما فيش ما فيش ما فيش ما فيش ما فيش ما فيش ما فيش ما فيش ما فيش ما فيش ما فيش ما فيش ما فيش ما فيش ما فيش ما فيش ما فيش ما فيش ما فيش ما فيش ما فيش ما فيش ما فيش ما فيش ما فيش ما فيش ما فيش ما فيش ما فيش ما فيش ما فيش ما فيش ما فيش ما فيش ما فيش ما فيش ما فيش ما فيش ما فيش ما فيش ما فيش ما فيش ما فيش ما فيش ما فيش ما فيش ما فيش ما فيش ما فيش ما فيش ما فيش ما فيش ما فيش ما فيش ما فيش ما فيش ما فيش ما فيش ما فيش ما فيش ما فيش ما فيش ما فيش ما فيش ما فيش ما فيش ما فيش ما فيش ما فيش ما فيش ما فيش ما
test_sample_1565_clean,إبراهيم إخواتي
test_sample_1566_clean,باشا سبحانه وتعالى يلا بينا يلا بينا يلا بينا يلا بينا يلا حضراتكوا العين
test_sample_1567_clean,في الاستوديو
test_sample_1568_clean,موقف الفلسطيني عملنا
test_sample_1570_clean,في السينما و لا دي أعتبر إن مش عنك وعمل بنصيحكي الأبترم الباقي أعتبر إن مش عنك وعمل بنصيحكي الأبترم الباقي أعتبر إن مش عنك وعمل بنصيحكي الأبترم الباقي
test_sample_1571_clean,جوه للدخوله ده كله بتعرفي
test_sample_1572_clean,أقول لوحدي
test_sample_1573_clean,<fil> <fil> و
test_sample_1574_clean,و قليلهم مش عيانه يا دنيا يا حياه يا دنيا يا دنيا يا حياه يا دنيا يا دنيا يا دنيا يا دنيا يا دنيا يا دنيا يا دنيا يا دنيا يا دنيا يا دنيا يا دنيا يا دنيا يا دنيا يا دنيا يا دنيا يا دنيا يا
test_sample_1575_clean,أنا معملتش اللي يقولك ده اللي أنا كان فيه حاجه <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil>
test_sample_1576_clean,قد إيه في الطياره الأول شيك يعني في التالت
test_sample_1577_clean,أه ممكن يتجدد كفايه بمناسبة الجبل إم الجبنز ده يعني
test_sample_1578_clean,<fil> <fil> <fil> <fil> <fil> <fil> <
test_sample_1579_clean,فا فا ففكرت فكرة ملصالة أهل سوريا كل الشعب المصري مسلمين مسيحيين بيقفلوا الشعب المصري و يدعمه سوريا للشعب الصوري ويدعمل الشهور فدي
test_sample_1580_clean,بسم الله ما شاء الله عليه الصلاة والسلام عليه الصلاة والسلام عليه الصلاة والسلام عليه الصلاة والسلام عليه الص
test_sample_1581_clean,أنا <fil> <fil> <fil> <fil> <fil>
test_sample_1582_clean,شفت الكبريته الأولى
test_sample_1583_clean,الله هما لكن الحمد لله كان شكر أن إن جعلني سابقا لأن الشعب يعمل كده يعني كويس إن الكويس إن الجسيده بتاعة أنا إخوات عملت كده لمرحلة إن حياة إن الجسيده بتاعة أنا إخوات عملت كده لمرحلة إن حياة إن الجسيده بتاعة أنا إخوات عملت كده لمرحلة إن حياة إن الجسيده بتاعة أنا إخوات عملت كده لمرحلة إن حياة إن الجسيده بتاعة أنا إخوات عملت كده لمرحلة إن حياة إن الجسيده بتاعة أنا إخوات عملت كده لمرحلة أمي جيلي عليها فوجل ميه و ستين
test_sample_1585_clean,بسم الله
test_sample_1586_clean,عن سبحانه وتخواتك البنات يا دكتور
test_sample_1587_clean,الحكايه الصناعه الاجتماعي الإتنين
test_sample_1588_clean,معايش العصاحب جذي الخميس
test_sample_1589_clean,أنا الخميس يا عمرو
test_sample_1590_clean,هيجيلنا دينا لأ عندهم في عبلا الأوسه والغازه الأجنبي واللي جاهنا لا فينا ولنتظرونا نابع مؤخرا جدا سائب تطبيقله في صدري يعديكم يقع ضيكوا ويعلنوا شعبنا العربيه متحفه
test_sample_1591_clean,
test_sample_1592_clean,و و و كان في تعرف يعني حب هي ملهازع
test_sample_1593_clean,عشان مشوفتش بتلبيك و هنعمل البات
test_sample_1594_clean,بس أنا على أسامية إن إحنا نظرا بيه لأني دي أصل
test_sample_1595_clean,نعيش في أدان لبنيكي على ماني
test_sample_1596_clean,أنا اللي يعدوب من سنتين كنا بناتحب الصحابه وكنا بن جلد فحبه و كله في الميدان وطلع في الميدان صح
test_sample_1597_clean,بتحبه اللي بتحبه ده كل يوم القضايا على رجاله وكوله إمتى تكبر يخليك عشان نك
test_sample_1598_clean,لأنه حضرتك الدوره يعني إنتو متعرفيش الست الصيدليه اللي هي لما يكون جيزه تعبانه أستاذهولنا
test_sample_1600_clean,ده هيشفزني لحبسك فيه
test_sample_1601_clean,<fil> <fil> <fil> <fil>
test_sample_1602_clean,أنا الدكتور حامد حمامه
test_sample_1603_clean,أعلنها بس في الشرطه
test_sample_1604_clean,فا أعرف إن هي يعني إيه
test_sample_1605_clean,طب إنت فكان نفسك مين هو إنت أحسن منتج يعني هو حسين فطولت فكان نفسك مين هو إنت أحسن منط
test_sample_1606_clean,ماهر البيوبات و كوبايه
test_sample_1607_clean,الدهب أكشنك
test_sample_1608_clean,الحقيده لما هو هو هو هو هو هو هو هو هو هو هو هو هو هو هو هو حصيده لما هو هو هو هو هو هو هو هو هو هو هو
test_sample_1609_clean,ليه مش مطوره
test_sample_1610_clean,بالبركه
test_sample_1611_clean,باشا يا فندم عشان أسف الشديد الصعيد و مش وصلت عليه الصلاة والسلام عليه الصلاة والسلام عليه الصلاة والسلام عليه الصلاة والسلام عليه الصلاة والسلام عليه الصلاة والسلام عليه الصلاة والسلام عليه
test_sample_1612_clean,لأ بعض بقى عرفنا خلاص
test_sample_1613_clean,جاتليها أي دقيقه عيني دقا قصص
test_sample_1615_clean,أه إن جادة العالم كله بطولات الصلاة والسلام عليه الصلاة والسلام
test_sample_1616_clean,أغنياتها هي و و و و و و و و و و و و و و و و و و و و و و و و أه
test_sample_1617_clean,أقنعنك أصله صلى الله عليه وسلم عليه الصلاة والسلام عليه الصلاة والسلام
test_sample_1618_clean,إيه إيه إيه إيه إيه إيه إيه إيه إيه إيه إيه إيه إيه إيه إيه إيه إيه إيه إيه إيه إيه إيه إيه إيه إيه إيه إيه إيه إيه إيه إيه إيه إيه إيه إيه
test_sample_1619_clean,<fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil>
test_sample_1620_clean,قابلت جابر الهدون دي كلها هتعملي بيها أي ما تتعملي بيها أي ما تتعملي بيها أي ما تتعملي بيها أي ما تتعملي بيها أي ما تتعملي بيها أي من
test_sample_1621_clean,أو موده ملهاش موت في السيناريو في التعبير ده
test_sample_1622_clean,للأسف يا مدام مكمل يعني كل الطرق ده لازم يدينا حياة تر جابلي يومين <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil
test_sample_1623_clean,في أي واقع فرديه و لو أدانك الأمنود دي أخد بالك هتبقى إنت لازم تتعج عنها لأن أكثر يا فارقه في سليم إم إم
test_sample_1624_clean,لأ الجامعه تقطي عارف الشمال قويه دولها أه
test_sample_1625_clean,ربما وصلت جابت إنتي يقوله إزيك جدر يا كابتن مع السلام
test_sample_1626_clean,ده لو مش حضرتك هي مصنعش يعني أنا بسميهاشتريها هي اسمه كوميديا ساخنه
test_sample_1627_clean,يعني وزير ثقافه شل السيده كانت كانت لهداع و كان لها جمهور خاص جوه أبر
test_sample_1628_clean,بالشعب المصري بيطلع في تكسات من دماغه بيجي بالطلبات وبيعمل حاجات
test_sample_1630_clean,الدنيا لأ بعكس يعني أعتقد يعني أعتقد يعني أعتقد يعني أعتقد يعني أعتقد يعني أعتقد يعني أعتقد يعني أعتقد يعني أعتقد يعني أعتقد يعني
test_sample_1631_clean,أنا هروح أشكر وأبوه
test_sample_1632_clean,الناس الناس إشاعة جواها جاره كويس فاجابل جوا الناس بين بينني بيني وبين حضن تركيا سيادة الريس كلامك
test_sample_1633_clean,هما روحوا ضربين مرجعي بيني بيني بيني بيني بيني بيني بيني بيني بيني بيني بيني بيني بيني بيني بيني بيني بيني بيني بيني بين
test_sample_1634_clean,نبوى
test_sample_1635_clean,إزاز كارتفع أه جندي لغه و هكذا
test_sample_1636_clean,واللي بقى والليقه واللي ده كله أه كنت أعتقد إن شاء الله بإذن الله عليه الصلاة والسلام عليه الصلاة والسلام
test_sample_1637_clean,علشان أطلب إن على فوق
test_sample_1638_clean,و لا سبب عيشي و لا إنت هذه
test_sample_1639_clean,و الله إن شاء الله
test_sample_1640_clean,فالحمد لله أما أما مواليع الشيعه اللي فدائتنا ده طبيعي يعني عارف ألبنتي توفيق يوم تلاته أه
test_sample_1641_clean,أه هو أنا كنت عندي عمل أاظيم عليه الحقيقي
test_sample_1642_clean,عليه الصلاة والسلام عليه الصلاة والسلام عليه الصلاة والسلام عليه الصلاة والسلام عليه الصلاة والسلام عليه الصلاة والس
test_sample_1643_clean,يروح الديكين محلي
test_sample_1434_clean,مجانا
test_sample_1449_clean,ألا أديني له سلعه ولبضاعه ولا ليك سوق لنا بايع ولا شعري إيمان
test_sample_1464_clean,نيللي
test_sample_1479_clean,<fil> <fil> <fil> <fil> <fil
test_sample_1494_clean,أتاري من جعان أنا كنت عندهم هي خلاص أقدامنا إم هي ماما يعني أنا مش هفتعئها
test_sample_1509_clean,إم هديك باقي باقي باقي باقي باقي باقي باقي باقي باقي باقي باقي باقي باقي باقي الصلاة والسلام عليه الصلاة والسلام
test_sample_1524_clean,و لا يكون عايز تؤديبانها تكشتري
test_sample_1539_clean,طلع هروره إيديها تسقطيها حروها و جملها حسيت
test_sample_1554_clean,فكان بيغني أبنك يقولك يا بطل هطري النهارده
test_sample_1569_clean,يعني برضو سواق
test_sample_1584_clean,وكتبي لا يلا الشيت عشان أنا هظيفه
test_sample_1599_clean,ده الفتاني سوق خمسين ثم التلفزيون هي ناصر
test_sample_1614_clean,قفولت
test_sample_1645_clean,<fil>
test_sample_1646_clean,عليها بريكه و ده هي الدهبونات أنا عندي ليك تجمل كأسائن مدنيه معاهم كثافات مثوره شبكة إعداد متعاونين بالليل إحنا بنزيكوا بمناسبة جور
test_sample_1647_clean,حته اللي حلاته في ميه وادعني لماخدت الفدانيه اللي نبوي كمان فجلوا حكاية
test_sample_1648_clean,محسوبه على كل الشعب المصري
test_sample_1649_clean,لأ متخافش عليهم
test_sample_1650_clean,لا مكتوبه
test_sample_1651_clean,باشم الصاي يعني يعني معناها إن شاء الله معناها إن شاء الله معناها إن شاء الله معناها إن شاء الله ما معناها
test_sample_1652_clean,السلام عليه الصلاة والسلام عليه الصلاة والسلام عليه الصلاة والسلام عليه الصلاة والسلام عليه الصلاة والسلام عليه الصلاة والسلام عليه الصلاة والسلام عليه الصلاة والسلام عليه الصلا
test_sample_1653_clean,الوصول
test_sample_1654_clean,وتطلب إيجاب دنيا
test_sample_1655_clean,و باقي باقي باقي فراخ
test_sample_1656_clean,<fil>
test_sample_1657_clean,أه يلا حصلنا الحجر فأنا بقول أمي والليل الملايين
test_sample_1658_clean,إنها في أعراضنا ناصر
test_sample_1660_clean,النماذج إنه ظنديك إنه مصدري للديني إنه
test_sample_1661_clean,ما كل الأتوبيس فاضة العجول زي ممكن يعني الانسان بتصنع الظروف
test_sample_1662_clean,<fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil>
test_sample_1663_clean,طب ما يخليك ليه ما هو ما يحرمناهاش مننا أبدا
test_sample_1664_clean,إم فخدتها على النقطه دي و خلاص و كتبت
test_sample_1665_clean,إنسى الكلام ده هو لأ هو إحنا لما كنا بنكتب و على لما كنا بنعمل أفلام و لا لما كنا بنشتغل كنا بناخد إذن قبل دوله
test_sample_1666_clean,<fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> 
test_sample_1667_clean,أو تاكل ما هي تدخل عليه الصلاة والسلام عليه الصلاة والسلام عليه الصلاة والسلام عليه الصلاة والسلام عليه الصلاة والسلام
test_sample_1668_clean,<fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fi
test_sample_1669_clean,أه دنيا منظوره
test_sample_1670_clean,أه لو هياخد حمديني الكلام اللي إنت بتجهود و ده التغير بعد ما تتجه لرئيس كان لسه مرحله الأولى بعد ما تتجه ليس إحنا كنا في جينا نلاقيلك هنا في وسط أهلي جينا واستعماني تاني
test_sample_1671_clean,أه هو اللي هي بقى مقولناش في ظلهم ياخدوا و يلعبوا منتخده منك تامر أه جسده بقي جينا و الله ليس لها علاقه بال
test_sample_1672_clean,على الدوري
test_sample_1673_clean,أنا كنا كاتبين غير السلس
test_sample_1675_clean,اتمسك ولا حاجه <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> نظرا إم
test_sample_1676_clean,عشان العمل لنفسي ممكن في ناجح العمليات اللي زي دي
test_sample_1677_clean,<fil> <fil> ده بيحصلوش مرتين في اليوم اللي كان بنفض لفيد
test_sample_1678_clean,و كلبلك جوازنا إزاز جواز جواز جواز جواز جواز جواز جواز جواز جوازك الناس
test_sample_1679_clean,وأنا الغربيه ديت هو لمكون ثانكوا
test_sample_1680_clean,أهلا وسهلا
test_sample_1681_clean,فمتبصش يديني لازم أت الله أنا أديني له سلعه والبضاعه ولا ليك سوق
test_sample_1682_clean,بس كده أدقطوره بكره أبي ألف ده وجبلي جوايا
test_sample_1683_clean,إم بيجي في الشهر بيخوف اللاأس
test_sample_1684_clean,وعارفة جولها نهايه
test_sample_1685_clean,شايفين إن هذا الرجل هو دون إنه إنه إنه يعلن هذا هذا المنص و هما بيحبوا هذه الفايده ده أنا شفته بعين
test_sample_1686_clean,<fil> <fil> <fil> <fil> <fil> <fil>
test_sample_1687_clean,ده اللي إحنا بنتكلم فيه إن أنا متهيألي أحساب أحسب إن كل الناس نازله مش عشان في سقوط يعني يمكن يكون في في غزه لي إسقاط الهيئه فقصر بيني وبينك أنا كلمة أسقط الرياضه برضه تتزن يعني تخوفني ما إحنا برضو عايزين
test_sample_1688_clean,و بعدين <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> و أنا 
test_sample_1690_clean,ما جاتلي في الشهر إن فاضله في الذاكره
test_sample_1691_clean,لأ مصنعيت
test_sample_1692_clean,ده أكبر تأجر الجنه في الممكن ده
test_sample_1693_clean,ماما اللي كان اللي كان في فترة مرحلة الانتخابات من اللي كان اللي كان في فترة مرحلة الانتخابات
test_sample_1694_clean,وقولت شقة مصيبه أه
test_sample_1695_clean,إنتخويا كبير ي الله
test_sample_1696_clean,يا ترى دي إزازه مع بعض
test_sample_1697_clean,كانت في حتة الجلب اللي ما في حتة الجلب اللي ماات هفضل أحبك واحد من سكاء
