audio,transcript
test_sample_1358_clean,مش هتنفع الأستاذه من الشهيد تاكل ماش
test_sample_1360_clean,السلام عليكم و ناصر
test_sample_1361_clean,و اللي ميعرفوش خلي بالك إم دول ميعرفوش الصلاة بتاع دول
test_sample_1362_clean,هو ده اللي بتاع الكواليس
test_sample_1363_clean,عصام عصام عصام عصام عصام عصام عصام عصام عصام عص
test_sample_1364_clean,أعلن نقد منك الفلسه فكده ده
test_sample_1365_clean,وعمال الدل ده منه
test_sample_1366_clean,لأ
test_sample_1367_clean,بقى هي هي هي هي هي هي هي هي هي هي هي هي هي هي هي هي
test_sample_1368_clean,على العدل أنا لما مموت حسيت أرض مصري
test_sample_1369_clean,نا كل سنه أه
test_sample_1370_clean,و الله هو لازم تفهم من الرجاله غلط
test_sample_1371_clean,ما انتديته يا مدامك جتالت إنت أو طلع أخوه ميالوش حاجه عنده خد حكومه وعايزه وصل بلده كمان و <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fi
test_sample_1372_clean,الله يسأل هكناصر في الأرض ربما اللي بيزرع وفي البطن ردنا البيزره
test_sample_1373_clean,طلع ليه إخبار فارق كيمه من دفعه عضافه عضافه تفكيره من دفعه عضافه تفكيره من دفعه عضافه
test_sample_1375_clean,<fil> <fil> <fil> <fil> كل
test_sample_1376_clean,و هكذا وعكاز الواقع
test_sample_1377_clean,هو متسألنيش بقى هو أنساهاج دي لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا هو
test_sample_1378_clean,طبعا طبعا أه يعني منتعد جنبه مراتي ما شوفهاش
test_sample_1379_clean,عملنا زي السكر يعني مرجزي السكر
test_sample_1380_clean,إيه يا أم يا إبني
test_sample_1381_clean,متطلبت ليهه
test_sample_1382_clean,أدنى
test_sample_1383_clean,ولا <fil> ولا هخلخت الوست على سنه وقت علمانيه العامه كله
test_sample_1384_clean,يعني
test_sample_1385_clean,فإحنا نستأذن بالتأكيد
test_sample_1386_clean,و قام جاب للكانك أو سبعتايه
test_sample_1387_clean,و الصفه وشدوا الناس معاهم ونسأل نزلة الشيخ جالك أه أه يوم تلاتين سته اللي هيحصل إيه
test_sample_1388_clean,غلط ويتاخد الطلب و يتبصلوا بعض طب طب إيه الجديد يعني يعني يعني إنت إنت شوفت إيه من قصور الثقافه في مصر في الواجهة الحالي
test_sample_1390_clean,وانتصارني في أوروبا
test_sample_1391_clean,عليه الصلاة والسلام عليه الصلاة والسلام عليه الصلاة والسلام عليه الصلاة والسلام عليه الصلاة
test_sample_1392_clean,إنت بتضحك على روحك مصور الواعد هو اللي بيشيل اسمك بعد متنوع
test_sample_1393_clean,لا هيتواجد الحكومه الصيدليه رحمة الله على رحمة الله عاليهس محل عزي
test_sample_1394_clean,واخد بالك أنا يعني أنا بقرا الآن
test_sample_1395_clean,طب بنحكنا بيها أنا وما هيرض يعني جميع
test_sample_1396_clean,الحكايه دي فاوله
test_sample_1397_clean,خدناها على المستشفى
test_sample_1398_clean,يا عيني
test_sample_1399_clean,فلما بيجوا البنات ده حب نهااني إم جدا لأني
test_sample_1400_clean,<fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <
test_sample_1401_clean,و غيرت الفردقه جدا ميه الجيت هجت على تسع تشعوره
test_sample_1402_clean,كان سنه حوالي خمسه و عشرين سنه أنا فاكر يعني الست دي هتتكرر دي المفروض تظهر وتتكرر دي ده خلص
test_sample_1403_clean,أنا عملت الفكره دي عشان خدم بلدي عشان أقدر مشاكل عندنا في الصعيد عندنا بشكل كبيره يا أستاذ صلى الله عليه وسلم
test_sample_1405_clean,يبلي لهاجم معاها
test_sample_1406_clean,نتكلم على الأداء نعم
test_sample_1407_clean,أول حاجه البدي أبوها دخلت
test_sample_1408_clean,و أعلن قالنا ليك قدما سهل طاهه سألقه وقد علمته في صغري بأن علوبة شرق فيه
test_sample_1409_clean,و قلوبهم ويطلعوا
test_sample_1410_clean,روحوابعه هجتلهم
test_sample_1411_clean,<fil> هو كان <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil>
test_sample_1412_clean,و هو التكفير و لاعيجره مسلم أن لا يكفي المسلم آخره أدينا بنتكفلا أهو
test_sample_1413_clean,السلام عليكم يا عمي إن الله على السلامه إن شاء الله عضويلك يا عمل
test_sample_1414_clean,دي هتبقى أبو زينب
test_sample_1415_clean,يعني لا يوصل للجمع إنما بالمسادين في سيدنا الجنه
test_sample_1416_clean,اللهم بلغت اللهم مفاشه اصطعمه عليك
test_sample_1417_clean,ومتلعبيش وصت الولاد وفكرنا بقعد معاهاكي صوره لشهادة الميلاد
test_sample_1418_clean,على بالنسباله دي هي ملكه جمال سعاده أستاذ ذمونا اللي هي لما جوزها بيسفر أي دوله عربيه إم يعني أول ما بيطلع من البيت بتلبس توجع الإسودوا بطريقتها السودا وبتكون شباب و بقولك أنا و الله ما يعني تتكسر تلبس جلابيه الألوان تقولك أنا عشان جوزي مش عارف
test_sample_1420_clean,التأشيله وصبحيحه باسميك الله
test_sample_1421_clean,تطمني
test_sample_1422_clean,يعني اللي يعذب تعمل إعلانية زراع كتابة فصر أوقت عن ناصر
test_sample_1423_clean,هو محافظه إم هو محظوظ
test_sample_1424_clean,أنا أراء في لحظة إنها أن الموقف صحيح هو كذا كمان أنا لا بكسب منها كما تعلن
test_sample_1425_clean,زي اليوتيوب اليوتيوب يا دنيا إيمي يعني يعني إيه هي إيه ده أنا من أحلامك يعني يعني إيه هي إيجابي يعني إيه إيه ده أنا الحكايه دي يعني إيه إيه ده أنا من أحلام إيجابي
test_sample_1426_clean,يعني المناسبات اللي أوضيع اللي أشوفه فيها كانت ندرا العربيه
test_sample_1427_clean,إنت عارف إحنا الصعيده نحب الموت إم محتفله بيها محتفلين بيها محتفلين بيها محتفلين بيها محتفلين بيها محتفلين بيها محتفلين بيها محتفلين بيها محتفلين بيها محتفلين بيها محتفلين بيها محتفلين بيها محتفلين بيها محتفلين بيها محتفلين بيها محتفلين بيها محتفلين بيها محتفلين بيها محت
test_sample_1428_clean,ده الموضوع ده الموضوع إنت إنت الناس على ده لكن تاخد منك ولا عايز إيه
test_sample_1429_clean,حفز القرآن و التقوى الذاتيه بتاعتك تختلف عن قيادة ورئاسة بم غيرة نص العربيه
test_sample_1430_clean,الدقيقه مصر منظومه
test_sample_1431_clean,الكابتن حماية مصر لاعب المصريين
test_sample_1432_clean,<fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <f
test_sample_1433_clean,كنا لوحده الأطفال تحركه لا مشاعره ولا صراحه في الحكايات التي تروي بطولته وأمن بلاده لا تمتدوا من أقصى إلى أقصى وأن حروبانا كانت لأذن المسجد الأقصى
test_sample_1224_clean,عليه الصلاة والسلام عليه الصلاة والسلام عليه الصلاة والسلام عليه الصلاة والسلام عليه الصلاة والسلام عليه الصلاة والسلام عليه الصلاة والسلام عليه الصلاة والسلام عليه الصلاة والسلام عليه الص
test_sample_1239_clean,أميه لأ
test_sample_1254_clean,لو أنا برضو بتاع الفيس بوك ده جسمك جسمك جسمك جسمك جسمك جسمك جسمك جسمك جسمك جس
test_sample_1269_clean,يعني ناصر ولادات محمود بيشرفنا نقدر نشام هديه
test_sample_1284_clean,يا دنيا
test_sample_1299_clean,كان ليهم عينه والدت سبب المشاكل المفهور ليله
test_sample_1314_clean,ههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههه
test_sample_1329_clean,لأنه عرض أعمل كل دول جدا بيتوه يعني أه
test_sample_1344_clean,مدار إزاله مكناش أهو أهو أهو أهو أهو مدار إزازه مكناش أه
test_sample_1359_clean,إحنا إحنا عندنا مواهب أه للأسف يعني عندنا يعني حضرتك لو عديتلك الناس اللي عندنا النصعيد إنتي مشهوره يعني مشهوره قراءه
test_sample_1374_clean,أهلا بحضرتك يا جنبي يعني
test_sample_1389_clean,أدي الله بتقول إن أنا أذهن قصيده ربما على فكره رغم إنها لا يسألها علاقه بديل يعني أصنع الكسيده لا يتعجز وبتجابل البنات كنت عارفه منته صغيره طفل
test_sample_1404_clean,وأنا بحبه كل اللي بيحبوا معاكوا إم اللي مشافش أمه كويس إم
test_sample_1435_clean,والدفاع ما هي الرج واللي أنا بيملكوا إيدي ده أرب بقانه
test_sample_1436_clean,و الله أستاذه من العفش يعني العفش اللي قدامها عايز أربع شغلك
test_sample_1437_clean,أه
test_sample_1438_clean,<fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil
test_sample_1439_clean,وكنا
test_sample_1440_clean,فإحنا أيضا لدينا مثل هؤلاء اللي بيأثروا في الشباب وكده و إنت من تصدمنهم
test_sample_1441_clean,أربع إن هما يربوا عليكي فروحت بلد روح بلد طما أملك وكده بوجه بوجه بوجه بوجه بوجه بوجه بوجه بوجه بوجه بوجودك بوجه بوجه بوجه بوجه بوجه بوجه بوجه بوجه بوجه بوجودك بوجه بوجه بوجه بوجه بوجه بوجه بوجه بوج
test_sample_1442_clean,ومحمد على أحلى
test_sample_1443_clean,<fil>
test_sample_1444_clean,<fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <
test_sample_1445_clean,المهم ده يعني <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil>
test_sample_1446_clean,اللغه عربيه مطوع العمل تحت الدهب يعني شعراء نعرفهم إم
test_sample_1447_clean,فا فلما نزلنا التحديه كنا الصناميه و إن شاء الله يا رب العالمين يوم حد خد تلاتين سته هننزل السينميين برضو يا رب يا رب ما تحكم على مصر بالعضو
test_sample_1448_clean,أنا متهيألي إن لندن ترتفع أسواق إسقاط هذا النظام إلى إذا تعامل مع هذا اليوم بشكل عليه لو لو هو بدأ العدو يبجه ميزعلش
test_sample_1450_clean,هتروح معاه جمعه و لا روح لوحدي
test_sample_1451_clean,بس ده فكنا الشاشه الأول
test_sample_1452_clean,من حمود جبنه وكده عمري مارتي
test_sample_1453_clean,إحنا محتاجين مش هتمنك إحنا هنتسحب العمليه و لا إنتي قاعده زميلنا عشان ما فيش غيرك بيعملها
test_sample_1454_clean,السادات ديذه المذيعات ديذه المذيعات دي
test_sample_1455_clean,<fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fi
test_sample_1456_clean,الله على الله عملي
test_sample_1457_clean,أو من إعجابها أه ده أنا أعرف أممت قاعدين كنا سألنا نمره في حته مش هنا ده لأ ده الصعيد دهحله كله تعلاني إخترنا وكولنا حضراتكوا
test_sample_1458_clean,فهو برضو كل سنه بيفكر إن شاء الله له خلفيه ثقافيه كيفيه إنها تفاهموا إن اللي بيديل ده في شبكه وبعد كده خلي بالك
test_sample_1459_clean,إم مكناش احترفنا أقول كده يعني الوقت أنا قلبي مع السيسي لأنه يعني إحنا بقينا محترفين جدا
test_sample_1460_clean,عايز يدور يحيي الدوري يحيي الدوري
test_sample_1461_clean,فالخمسه و عشرين
test_sample_1462_clean,ضامه
test_sample_1463_clean,يعني كلمك على المرأه المصريه دي أو قليل من أعظم النسبه في الدنيا الإخلاء إم تتحمل ما لا يتحملوا أحد إم
test_sample_1465_clean,هو <fil> هو <fil> هو <fil> هو <fil> هو <fil> هو <fil> هو <fil> هو بخطوه ب
test_sample_1466_clean,عشان اسمه عليه الصلاة والسلام
test_sample_1467_clean,نظرا بمتعبة الأسره
test_sample_1468_clean,<fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil>
test_sample_1469_clean,و مش عايز يكلمك في الكلاب و كده الصفاضه إحنا <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil>
test_sample_1470_clean,<fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil
test_sample_1471_clean,عملتلها طبعا الفضير مش هيتك
test_sample_1472_clean,يعني دي أمن
test_sample_1473_clean,في جيكسمه خميس مسميها على إسمي
test_sample_1474_clean,ده مش قادر
test_sample_1475_clean,نقطة بلادنا بس الناحيه التانيه كده غرب النيل إم هو الشيخ الأزهر الصارق سيد توربهوي ده من عندنا
test_sample_1476_clean,أنا حداشر طمنا كبيره يا اخوانا بيموتوا إن هنا بعتلنا بمشاش أنا ممتع
test_sample_1477_clean,<fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <f
test_sample_1478_clean,وحبه في الشهره الحب والشعب وحب في الشهره وحبه في الشهر
test_sample_1480_clean,على ذكرتي مش عملنا عشان أتدايت جبتها لساني جاب المتاريج على على جلال واحد سعيده
test_sample_1481_clean,علينا مستشارين عندنا طيارين عندنا قضاء الدين مفكرين على الشهرين على الشهرين عليه الصلاة والسلام عليه الصلاة والسلام عليه الصلاة والسلام عليه الصلاة والسلام عليه الصلاة والسلام عليه الصلاة والسلام عليه الصلاة والسلام عليه الصلاة والسلام عليه الصلاة والسلام عليه الصلاة والسلام عليه الصلاة والسلام عليه الصلا
test_sample_1482_clean,و ناخد عشر تلاف بقى
test_sample_1483_clean,شجل الدكتوره تعملها عياده وشده للمحاميه تعمل همك
test_sample_1484_clean,يصوم السياسيه بحته بتهاجم بيها متهيأجم بيها الأنظبه الحاكي مواكب كتيبة سنة تمانيه وتسعين ومعايا التسجيلات بتاعتها سنة تمانيه و تسعين فأنا باجي
test_sample_1485_clean,ده جاب ما كان مشعره ده يعني أه
test_sample_1486_clean,يعني جاب منين
test_sample_1487_clean,هي حصنه
test_sample_1488_clean,<fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> 
test_sample_1489_clean,و النوجه الأشخانا
test_sample_1490_clean,<fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil>
test_sample_1491_clean,و الله بين البورصه الشريف تحلق
test_sample_1492_clean,و مش شايف فا غضايا الاج تهدد ناس ماحيش خايف بتهدد لميني حزين دماغها هجيلي وجيعه سالحه في الشارع و مش ممكن هتخفوني هتسمعني هتسمع
test_sample_1493_clean,محمد نصر ناصر ناصرئنا ناصرنا ناصر ناصر نا
test_sample_1495_clean,أيوه يطلعهم خير
test_sample_1496_clean,<fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil
test_sample_1497_clean,هما المزارع اللي هي بواقعوها
test_sample_1498_clean,فلما يستطيع النفح الضحى غابي
test_sample_1499_clean,عارف مغرور أنا رفض حماس سريعا و حاسس جابلي هيوجه فين الفرح
test_sample_1500_clean,خدوا كلهم
test_sample_1501_clean,بكثير الخيام
test_sample_1502_clean,و الله حضرتك أنا جابلي الفكره أولا بحب أشكر كل واحد سهل معايا وشجع الفكر
test_sample_1503_clean,وياخد عشره معاهم مصطفى مخالفه يطلع عنه
test_sample_1504_clean,وبالتالي الشعراء المغنيين الدنيا
test_sample_1505_clean,سابته كمان جبل العكي حلف علمت الصيدلي
test_sample_1506_clean,فايده حاجات حضرتك يعني لازم الحاجات دي
test_sample_1507_clean,وتسجيل أرض وكده وبتاع و بعد كده بعد ما ترجعت تخبز وتربي الأولاد
test_sample_1508_clean,الصديقي و في الوقت ده أنا كنت ما فيش يعني ممكن أحس إني أول الله
test_sample_1510_clean,لأنه لازم الوهاب و هو مسبب الأسباب فليه الفضل والمنه والليضاعه
test_sample_1511_clean,أنا هجهزهولك إيه أنا واحده شبه المذيعه من الشاذلي عارفات
test_sample_1512_clean,و أعلى صوتنس يرب الشبك في البحر عند الرساله
test_sample_1513_clean,فأنا لأ ده اللي أنا بعلمه
test_sample_1514_clean,<fil> <fil> <fil> <fil> <fil> <fil> <fil>
test_sample_1515_clean,أربعين سنه
test_sample_1516_clean,لما هيتسيتم
test_sample_1517_clean,مبروك جابوا
test_sample_1518_clean,<fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil
test_sample_1519_clean,هو طبعا الإنسان أصل أنا أحبها
test_sample_1520_clean,جماه خد حب مصطلحنا خلاص
test_sample_1521_clean,وإنتمالك فعلا كده يعني ده جالك مغود فيه إم مش باخد ليجه لأ
test_sample_1522_clean,قالي عندك خبر طيب كده إن شاء الله الست المكانسون
test_sample_1523_clean,ما هو دلوقتي ده الإخوان ممكن يعملوا الكلام طب لما تيجي انت رؤيته تطبق مع الإخوان
test_sample_1525_clean,بمناسبة فنها التي بالأمرك بشكر هبلنا هتملام مهو صغيرين
test_sample_1526_clean,لو سمحت حلها
test_sample_1527_clean,و عليكم السلام و بالبنات
test_sample_1528_clean,<fil> و لا يوفي بالوعود اللي أنا انتخبطه على أساسها و لا انتخابت الدكتور مرسي ليه أنا أعرفه
test_sample_1529_clean,هو دهدي الخميس أيوه
test_sample_1530_clean,يعني إحنا <fil> <fil> <fil> <fil> <fil> منحارب جبنه نسيتوا وكنا معافنين معلش
test_sample_1531_clean,وجولت لو جيت دكاتره أول واحد تكشف الأمن
test_sample_1532_clean,<fil> <fil> <fil> <fil> <fil> <fil>
test_sample_1533_clean,يعني أهلي قليل أهلي أهلي أهلي
test_sample_1534_clean,الشنب ليكش أنا بنتي تاخد طاله لكن عليك تهار كوب مية ورقه متميز الضرر مش أنا بقى أيوه
test_sample_1535_clean,بندبحونها لجنة مرور
test_sample_1536_clean,إنما اللي محتاجله الصبر الناس اللي هناك المحتاجين لتطوير الراقي والاستمرار جمعه بعد جمعه بعد جمعه
test_sample_1537_clean,ده أنا كل سنه أبص في عدة الجواز
test_sample_1538_clean,ده
test_sample_1540_clean,و كان ليه حساسي خفي
test_sample_1541_clean,معندناش عملناها الجنيه النهايه يعني هو ده صلى الله عليه وسلم عليه الصلاة والسلام عليه الصلاة والسلام عليه الصلاة والسلام عليه الصلاة والسلام
test_sample_1542_clean,و جلف مكملين و رجال في اخر محافظه في التوره و جلف تلت خ الفئ جال زمان أه أيام ما كانش حد بيجول ولالته
test_sample_1543_clean,و هي جنب لفار إن بطيف بطاط أو الأداره بعد الخبيز
test_sample_1544_clean,أتكلم و الأهل مش أهل الأهل عمل الأهالي فهو
test_sample_1545_clean,هو متجوز
test_sample_1546_clean,أيوه أنا و يعني شغالين دولار
test_sample_1547_clean,<fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> 
test_sample_1548_clean,إنت نازل من عين جرب عهولات
test_sample_1549_clean,طب إنت عارف مين عملك العمليه
test_sample_1550_clean,أنا عايز أتفرج عليا الناس كلها إيه بالراحه
test_sample_1551_clean,<fil> <fil> <fil
test_sample_1552_clean,دفعوا العروسه وأنا أروس إم
test_sample_1553_clean,<fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> حكام المسلمين
test_sample_1555_clean,إني أمام بنتي و أمان عريس بينتي في يوم من الأيام و أمام أهل لمراتي و أنا ماعيلتي إني أطلح أمنهم كافر هل هل هييجي يوم من الأيام و يجبلها على حمدي جاة اللي هو
test_sample_1556_clean,عندنا حضرتك الحاجه سيسه أقسم بالله أنا كنت أشوفها في الشرق الأكثر ما كنت أعرف إنها ست من غير لما رئيس السيسي كرمها
test_sample_1557_clean,ما هو اللي جال الستات
test_sample_1558_clean,سامعك دايما إم
test_sample_1559_clean,هيعملوا ملغمه مكنا فاروق الفيديو ده يعني <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil>
test_sample_1560_clean,أعرف يا ناصر إنت مش بتعيرلنا ببنعتيه بس إنت صعبه أوي علاي
test_sample_1561_clean,عارف يا عامه أنا بعملك العمليه جل بقودها في حوالي تسعه وتلاتين سنه كنت ممتنعك فيهم يا عمل
test_sample_1562_clean,إزاي بس مش عاجبني مش هجيلي مش عاجبنا يعني أنا أنا أنا لوحدي مش علينا
test_sample_1563_clean,إن شاء الله جريئه
test_sample_1564_clean,هو ع ما ما تعرف إن نجيبنا نشوف فكريني وانتي نازله فكريني لو إحنا نازلينه بجيبلك بكره بصي ما فيش فكريني وانتي نازله فكريني لوحده نازليله بجبلك بكره بصي ما فيش فكريني وانتي نازله فكريني لوحده نازليله بجبلك بكره بصي ما فيش فكريني وانتي نازله فكريني لوحده نازليله بجبلك بكره بصي ما فيش فكريني وانتي نازله فكريني لوحده نازليله بجبلك بكره بصي ما فيش فكريني وانتي نازله فكريني لوحده نازليله بجبلك بكره بصي ما فيش فكريني وانتي نازله فكريني لوحده نازليله بجبلك بكره بصي ما فيش فكريني وانتي نازله ف
test_sample_1565_clean,إبراهيم اخوات
test_sample_1566_clean,<fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil
test_sample_1567_clean,فإستوديو
test_sample_1568_clean,الموقف <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fi
test_sample_1570_clean,الصناعيه والدنيا تعتبر إن مش عملك وعامل بنصيحكي الأبترم الباقي خرابني و اتناقس كتير
test_sample_1571_clean,جول للدوله ده كله تعرفي
test_sample_1572_clean,أقل لوحدي
test_sample_1573_clean,وعايزه وعايزه وعا
test_sample_1574_clean,وقولتلهم مش عياره يضطوه
test_sample_1575_clean,<fil> <fil> يعني <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil>
test_sample_1576_clean,أبتدي في الطياره الأول في التعليق في التالت
test_sample_1577_clean,أه ممكن يتجدد كفانا بمناسبةجبل إم في الكفن <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil>
test_sample_1578_clean,بخططنه أه أه أه أه أه أه أه أه أه أه أه أه أه أه أه أه أه أه أه أه أه أه أه أه أه أه أه أه أه أه أه أه
test_sample_1579_clean,فا فا ففتت فكرة بمناسبة أهل سوريا كل الشعب المصري مسلمين مسيحيين بيمثلوا الشعب المصري و يدعمه سوريا للشعب السوري و يدعمه للشعب السوري فدي
test_sample_1580_clean,بسم الله ما شاء الله على أدكوا على أدكوا الأجيال القادمه على أدكوا الأجيال القادمه على أد
test_sample_1581_clean,أنا مراته أه أه أه أه أه
test_sample_1582_clean,شبكة الكباريته الأولى
test_sample_1583_clean,الله هما لكن الحمد لله كان شكرا أن جعلاني سببا لأن الشعر يعمل كده يعني كويس إن الكويس إن الجسيده بتاعت أنا إخوات عملت كده لمرحلة إني جيلي عليها في فوجه لميه و ستين يعني
test_sample_1585_clean,بسم اللهها
test_sample_1586_clean,على مسبحهانيه وخواتك البنات يا دكتوره
test_sample_1587_clean,وشايفه الجماهيري
test_sample_1588_clean,معاشين عصاحب جذي الخميس
test_sample_1589_clean,أنا خانيس ياحمار
test_sample_1590_clean,هجري لدينا لاعب ده إن في عضله الأوسع و الخزبري واللي جهنا لفينه ورنتظرونا نابع مؤخراكي سايك تطبفله في صدري يعادككم يقاضيكم و يعلنوا شعبنا العربيه المتحده
test_sample_1591_clean,
test_sample_1592_clean,و و و كان في تعرف يعني حبلها مناسبعه
test_sample_1593_clean,عشان مشوفتش دي بتلبيك و هنعمل البيت
test_sample_1594_clean,بس أنا أنا قصديت إن إحنا ظهر جديده لأني دي أصل
test_sample_1595_clean,عشتي أدار لبنيكي على نعلي
test_sample_1596_clean,على اللي يدوب من سنتين كنا بناتحب الصحبه وكنا بنديلد صحابه وكل في المدارس طلعوا في الميدان صح
test_sample_1597_clean,بتحبه اللي بتحبه ده كله قضا على رجاله وبالقوله إمتى تكبر يخليك عشان نك
test_sample_1598_clean,لأني حضرتك الدول يعني إنتي متعرفيش سته الصيدليه اللي هي لما يكون جيزه تعملها أستاذه هنا
test_sample_1600_clean,ده أسفذني لحدك ليه
test_sample_1601_clean,<fil> <fil> <fil> <fil> <fil> <fil>
test_sample_1602_clean,أنا الدكتور حامد حمامه
test_sample_1603_clean,أعلنها بس في شرط
test_sample_1604_clean,ففاع أعرف إن هي يعني إيه إيه
test_sample_1605_clean,طب إنت فاكر نفسك مين هو إنت أحسن منتجه أه حسين فطبعا <fil>
test_sample_1606_clean,بعد الفيوم ده بطريقه
test_sample_1607_clean,عندهم أكثنك
test_sample_1608_clean,قصيده لما حطيته لما حصيده لما حصيله لما حصيله لما حصيله لما حصيله لما حص
test_sample_1609_clean,ليه عيش مطارئ
test_sample_1610_clean,<fil> في البرنامج
test_sample_1611_clean,مشه فندق أصل لأسف الشديد الصعيد و مش مصلط علينا طيب
test_sample_1612_clean,لأ <fil> عرفت ده خلاص طول يا الراجل الله يخليك يا دنيا الحكايه ليه
test_sample_1613_clean,جت لها أي انخفاض
test_sample_1615_clean,أه إن جادة العالم كله بطريقه ما فيش ولا <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <
test_sample_1616_clean,أغنياتها هي هو وبنياتها هي هو وبنياتها هي
test_sample_1617_clean,لكن أحمد أسمح طلع مبوق
test_sample_1618_clean,<fil> <fil> <fil> <fil> <fil> <fil
test_sample_1619_clean,<fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil>
test_sample_1620_clean,طب إنتي إجابه الهدون دي كلها هتعملي بيها أيام ماسك الهدوم دي كلها هتعملي بيها أي الدكاتره دي كلها هتعملي بيها أي ماده هتعملي
test_sample_1621_clean,موته أربعه جمهور في الساده اللي هو كان التعبير ده
test_sample_1622_clean,للأسف يا مدام مؤسسات يا مدام مواطن يعني كل التر ده لازم يدبح ليك تعتر جابلي يومين
