audio,transcript
test_sample_1224_clean,على شاش ميه و ستين كوباية شاعر
test_sample_1239_clean,أميه لأ
test_sample_1254_clean,<fil> أنا برضو بت على الفيس بوك على الفيس بوك على الفيس بوك
test_sample_1269_clean,يا ناصر ولادك محمود بيشرفني عبد الوهاب خطير
test_sample_1284_clean,يا دنيا
test_sample_1299_clean,كان ليهم عينه ولدت سبب المشاعر في المفهوم لإيه
test_sample_1314_clean,ههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههه
test_sample_1329_clean,لأنه <fil> لأنه <fil> <fil> <fil> <fil>
test_sample_1344_clean,مدار إيجابك أنا في ورقه واقع واقع واقع واقع واقع
test_sample_1359_clean,إحنا إحنا إحنا عندنا مواهب أه للأسف يعني عندنا يعني حضرتك لو عديتلك الناس اللي عندنا من الصعيد مشاهير يعني المشاهيره القراءه
test_sample_1374_clean,عند بره جنبنا يعني
test_sample_1389_clean,أديله بتقول إن ألا هذه القصيده رغم إنها على فكره رغم إنها ليس لها علاقه بالديل يعني إسمه الكصيبه ليس لها علاقه بالدي
test_sample_1404_clean,وأنا بحبه كل اللي يحب أمهاته إم اللي مشافش و أم وكويس إم
test_sample_1435_clean,يجي والدافه ميه الرياضه اللي أنا بيمالوا إيجابيات بقاله
test_sample_1436_clean,والله يا أستاذه من العفش يعني العفش اللي قدامها عايز أربع شغلك
test_sample_1437_clean,أه
test_sample_1438_clean,قالي إنت كويس
test_sample_1439_clean,بقولها
test_sample_1440_clean,فاحنا أيضا لدينا مثل هؤلاء إم اللي بيأثروا في الشباب وكده
test_sample_1441_clean,أربع إن هما يبقوا عليها كنت أروح للبلد روح البلد تمويل عقارك وكأنك بو بو بو بو بو بو بو بو بو بو بو بو بو بو بوب
test_sample_1442_clean,ومحمد على أحلى
test_sample_1443_clean,يا مزور
test_sample_1444_clean,<fil> <fil> <fil> <fil>
test_sample_1445_clean,المهم يعني <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil>
test_sample_1446_clean,لغه عربيه إم بطال عمل تحت أديه يعني شعراء نعرفهم إم
test_sample_1447_clean,فا فلما نزلنا للتحديه كنا السينمين وإن شاء الله يا رب العالمين يوم حتة تلاتين سته هننزل فيلمين برضو يا رب يا رب ما تحكم على مصر
test_sample_1448_clean,أنا متهيألي إن لم ترتفع أصوات إسقاط هذا النظام إلا إذا تعامل مع هذا اليوم بشكل عنيف لو لو هو بدأ العنف يبدأ ميزعلش
test_sample_1450_clean,هتروح معايا جمعه ولا أروح لوحدي
test_sample_1451_clean,جسدت إتفضل الشاشه الأول
test_sample_1452_clean,أنا حموة جبن وكله عمري مارتي
test_sample_1453_clean,إحنا محتاجين مش هتمنك إحنا هنتفرحان بالعمليه و لا إنتي قاعده تزلينا عشان مفيش غريب بيعملها
test_sample_1454_clean,بيسألني أنا بيسهل أنا بيسألني أنا بيسأ
test_sample_1455_clean,البيبي بتاعه عليهم لأن ناشئه تماما وطبعا ليمون بمدينة الحوارات اللي نورت بحث العلمي يشتغل عليها
test_sample_1456_clean,خليها على الله يا عمي
test_sample_1457_clean,أو من عجاله أهي أنا علطول تعليم كنا تعبان نسأل في حته إم مش أنا اللي أدافع عن الدقهليه
test_sample_1458_clean,ما هو برضو إنسان إنسان بيفكر رساله أه له خلفيه ثقافيه كافيه إن هاتفهم و إن اللي بيت جلل ده في شبكه وبعد كده خلي بالك
test_sample_1459_clean,مكناش احتراف لأ قول كده إم يعني الوقت أنا قلبي مع السيسي لأنه يعني إحنا بقينا محترفين جدا
test_sample_1460_clean,<fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil>
test_sample_1461_clean,فالخمسه و عشرين يناير يلا بينا يلا بينا يلا بينا يلا بينا
test_sample_1462_clean,بامل
test_sample_1463_clean,يعني أكلمك على المرأه المصريه دي أو <fil> كتحمل ما لايتحمله أحد إم
test_sample_1465_clean,هو باكتوب له فيديت أعمليه هابيها هاهليها هاهليها هاهليها <fil> أمليها <fil> أمليها <fil>
test_sample_1466_clean,عشان اسمه على سبيل المركب
test_sample_1467_clean,<fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil>
test_sample_1468_clean,إبتدى لما يخش الدين بتاعه عليه يلا بينا يلا بينا يلا بينا يلا بينا يلا بينا يلا بينا يلا بينا يلا بينا يلا بينا يلا بينا يلا بينا يلا بينا يلا بينا يلا بينا يلا بينا يلا بينا يلا بينا يلا بينا يلا بينا يلا بينا يلا بينا يلا بينا يلا بينا يلا بينا يلا بينا يلا بينا يلا بينا يلا بينا يلا بينا يلا بينا يلا بينا يلا بينا يلا بينا يلا بينا يلا بينا يلا بينا يلا بينا يلا بينا يلا بينا يلا بينا يلا بينا يلا بينا يلا بينا يلا بينا يلا بينا يلا بينا يلا بينا يلا بينا يلا بينا يلا بينا يلا بينا يلا بينا يلا بينا يلا بينا يلا بينا يلا بينا يلا بينا يلا بينا يلا بينا يلا بينا يلا بينا يلا بينا يلا بينا يلا بينا يلا بينا يلا بينا يلا بينا يلا ناخد
test_sample_1469_clean,ومش عارف لكن لا ت في الطلاب و كده الصفحاتها
test_sample_1470_clean,<fil> <fil> <fil> <fil> <fil> <fil>
test_sample_1471_clean,عملت لها طبعا تطوير مشكلته
test_sample_1472_clean,يعني دي أمانه
test_sample_1473_clean,ده في واحد اسمه خميس مسميها على اسمي
test_sample_1474_clean,ده مش أقدر
test_sample_1475_clean,<fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil>
test_sample_1476_clean,أنا ما كنتش أطلبه كبيره ياكلها بيوم هنا بعتلنا بمشاش أنا ممكن
test_sample_1477_clean,حلقة الدكتور خل للدكتور يكشف عليه
test_sample_1478_clean,أصل فيه حب لا لغنا محب في الشعر
test_sample_1480_clean,أنا فكرتي مش هعملها عشان <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil>
test_sample_1481_clean,عندنا مستشارين عندي مطيارين عندنا قطاع عندنا مفكرين عن هنا الشعار الشعار الشعار الشعار الشعار الشعار الشعار الشعار الشعار الشعار الشعار الشعار الشعار الشعار الشعار الشعار الشعر
test_sample_1482_clean,و ناخد عشر تلاف بقى
test_sample_1483_clean,شجل الدكتوره تأملى عهد و شدى للمحاميه تعمل همك
test_sample_1484_clean,يا نهار أبيض سياسيه بحته بتهاجم بيها ال بتهاجم بيها الأنظمه الحكيم في كتيبة سنة تمانيه وتسعين ومعايا التسجيلات بتاعتها سنة تمانيه وتسعتاشر
test_sample_1485_clean,ده شبكه لما شعر ودان أه
test_sample_1486_clean,يعني جاب منين ال ال ال
test_sample_1487_clean,هي حصلت
test_sample_1488_clean,هدي عامله هاديه اللي جت لخمسه يا فندم خمسه و عشرين سنه يا سيدي
test_sample_1489_clean,والنجوم رشوان
test_sample_1490_clean,<fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil>
test_sample_1491_clean,و الله من البير و الشريف تحمر
test_sample_1492_clean,و مش شايل فهل <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil>
test_sample_1493_clean,محمد أن صلى الله عليه وسلم عليه الصلاة والسلام عليه الصلاة والس
test_sample_1495_clean,أيوه واطلعهم خير
test_sample_1496_clean,جالة الأعشابي لأستاذه دوخه يعني
test_sample_1497_clean,هما المدام زياده النقابه
test_sample_1498_clean,فلم يستطينا نروح الضحى الغاده
test_sample_1499_clean,ألف مبروك أنا الفرحه مش سيعاني و حاسس جندي هيوجه من الفرحه
test_sample_1500_clean,خدوا كلهم
test_sample_1501_clean,بتكثر الخيانه
test_sample_1502_clean,والله حضرتك أنا جابلي الفكره أولا بحب أشكر كل واحد سهل معايا وشجيع الفكره
test_sample_1503_clean,وياخد عشره معاهم مصطفي معلش هيطلع عقله
test_sample_1504_clean,وبالتالي الشعراء المغنيين الدنيا
test_sample_1505_clean,ثابته كما جبل العكي حلف علمت
test_sample_1506_clean,فهي دي حاجات حضرتك يعني لازم الحاجات دي
test_sample_1507_clean,وتسجيل الأرض و كده وبتاع و بعد كده بعد ما ترجع تخبز واتربي الأولاد
test_sample_1508_clean,عبد الرحمن على حقها صاحبة رجل طيب و صديقي و في الوقت ده أنا كنت مفيش يعني ممكن يا حسيني أه والله
test_sample_1510_clean,لأنه ليس الوهاب و هو مسبب الأسباب فليه الفضل و الممن وليه الضاعه
test_sample_1511_clean,أنا هديهم وز ولادك إيه يعني واحده شبه المذيعه من الشاذلي عارفها
test_sample_1512_clean,و أعلى صوت إنسان هرم الشبك في البحر عند الرساله
test_sample_1513_clean,و أنا لأ ده اللي أنا بعلمه
test_sample_1514_clean,أدفع فيه بتكلم الجنيه في السينما في السينما في السينما في السينما في السينما في السينما في السينما في السينما في
test_sample_1515_clean,أربعين سنه
test_sample_1516_clean,لما يتشتم
test_sample_1517_clean,مبروك جابر
test_sample_1518_clean,لنفسه بقى تاكلوة المباراه في الهيدروجين الأخيره
test_sample_1519_clean,أم كلثوم هو طبعا الإنسان أصلا
test_sample_1520_clean,إنما خد حبي مصطلحنا خلاص
test_sample_1521_clean,وانت مالك <fil>
test_sample_1522_clean,قالي عندي خجر طيد كده إن شاء الله الست أم كلثوم
test_sample_1523_clean,ما هو دلوقتي ده الإخوان إم ممكن يعملوا الكلام طبعا لما تيجي انت رؤيته تتقابل مع الإخوان
test_sample_1525_clean,بدأت منها تيجي من عمرك ما تيكر هربان هاتي منهم وهما صغيرين
test_sample_1526_clean,لو سمحت حله
test_sample_1527_clean,وعلكم السلامه بالبناء
test_sample_1528_clean,<fil> أنا بتكلم على إن أي رأيك يجي و و و ولا يوفي بالوعود اللي أنا انتخبطه على أساسها ولا إنت خدت الدكتور مرسي ليه أنا أعرفه
test_sample_1529_clean,هو دهديك خميس أيوه
test_sample_1530_clean,يعني إحنا كنا رايحين بنحارب جبنه نستور وكل معفنين معلش
test_sample_1531_clean,وجابته وجيتدج الدوره أول واحد تكشفيل عنك
test_sample_1532_clean,<fil> <fil> <fil> <fil>
test_sample_1533_clean,أهلا وسهلا أهلا وسهلا أهلا بيك أهلي
test_sample_1534_clean,الشنب ليك شنب إنت تاخد تامر لكن عليكم <fil> <fil> <fil>
test_sample_1535_clean,بندبحونا لجمهورنا
test_sample_1536_clean,إنما اللي محتاج للصبر ناس الهناك المحتاجين لتطوير اليقين و الاستمرار إم جمعه بعد جمعه بقى بجامعه
test_sample_1537_clean,ده أنا كل سنه ببص في عدة الجواز
test_sample_1538_clean,ماسك
test_sample_1540_clean,وكان ليه حس إنساني خفي
test_sample_1541_clean,إم معندناش إحنا لينا لينا لا لا لا لا لا <fil> <fil> <fil> <fil> <fil>
test_sample_1542_clean,وجلف مكملين وجري في اخر محضرفه في التونه و جال في تلات خير فإح جال زمان أه أيام ما كانش حد بيجيل و لا إنتو
test_sample_1543_clean,وهي جنب الفرن بكتفي باطاطه ولأضره بعد الخبيز
test_sample_1544_clean,كلم أبو الأهل مش أهل الأهل عمل الأهلي سواق
test_sample_1545_clean,هو متجوز
test_sample_1546_clean,أيوه أنا وقعني شغالين في الأرض
test_sample_1547_clean,<fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil>
test_sample_1548_clean,إنت ناقص إن من عند ربنا أولادك
test_sample_1549_clean,طب إنت عارف مين عملك العمليه يا رب
test_sample_1550_clean,أنا عايز أتفرج عليا الناس كلها إيه بالراحه
test_sample_1551_clean,الإعلان عن التعاون هل أعتقد أعت
test_sample_1552_clean,ضعبو العروسه و أنا هاخد العريس
test_sample_1553_clean,<fil> <fil> <fil> <fil> <fil> <fil>
test_sample_1555_clean,إن أمام بنتي و أمان عريس بنتي في يوم من الأيام و أمام أهل مراتي و أنا هايلتي إني أطلع أن
test_sample_1556_clean,عندنا حضرتك الحاجه السياسه أقسم بالله أنا كنت أشوفها في شوارع الأكثر ما كنت أعرف إنها ست غير لما الرئيس السيسي كرمه
test_sample_1557_clean,و نرجع للسته
test_sample_1558_clean,في سمك دايما
test_sample_1559_clean,هيقابلهم لا لا لا لا لا لا لا لا لا <fil> <fil> <fil> <fil> <fil> <fil>
test_sample_1560_clean,عارف يا ناصر إنت مش بتعييرني بناتي بس إنت صعبان عليا
test_sample_1561_clean,عارف يا عامه أنا وبعملك العمليه جالبا كوبري حوالي تسعه وتلاتين ثانيه كنت بموت معاهك فيهم يا عم
test_sample_1562_clean,إزاي باجيها تشوفي تتكلمي أنا بتكلم عليه ريس ريس بيصلها في غلط رئيس بيصرف بشكل كبير مش عاجبني مش هنقول مش عاجبنا يا عم أنا أنا أنا لوحدي مش عاجبني
test_sample_1563_clean,إن شاء الله جرايب يا به
test_sample_1564_clean,أوعى ما تعرف إن نجيب نشوف فكريني وإنتي نازله فاكريني وإحنا نازلين
test_sample_1565_clean,وبالفعل إخواته
test_sample_1566_clean,<fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil
test_sample_1567_clean,في الاستوديو
test_sample_1568_clean,ممكن في <fil> في الاستوديو وعملنا <fil> في الاستوديو وعملنا <fil> في الاستوديو وعملنا <fil> في الاستوديو وعمل
test_sample_1570_clean,الصناعه أولا ديت بعتبر إن مش عامله لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا لا والله
test_sample_1571_clean,جول يا دكتور ده كله تعرفي
test_sample_1572_clean,أكل لوحدي
test_sample_1573_clean,لا لا لا لا لا لا لا لا لا لا لا لا لا
test_sample_1574_clean,وكلهم مش عيان يضبطوكه
test_sample_1575_clean,أنا مملتش اللي بقوله ده ده ما كانش فيه حاجه إم <fil> <fil> <fil> <fil>
test_sample_1576_clean,أديت الطياره الأول في التعليق في التالت
test_sample_1577_clean,أه ممكن يتجدد كفايه في ناس تجبل إم الكفن لا لا لا لا
test_sample_1578_clean,<fil> <fil> <fil>
test_sample_1579_clean,ففكرة فكرة مسألة أهل سوريا كل الشعب المصري مسلمين مسيحيين بيمثلوا الشعب المصري و يدعمه سلي للشعب السوري و يدعمه بالشعب السوري فدي إيجابيه خليها بس إيه عشان كده أصله أسهل حاجه إن إنت في تاجر عليا بحاجه لأ إحنا مش إحنا مش بنتاجر على بعض أحداث كلنا ندعم أهل سوريا و ندعم
test_sample_1580_clean,بسم الله الرحمن الرحيم بسم الله الرحمن الرحيم صلى الله عليه وسلم عليه الصلاة والسلام عليه الصلاة وال
test_sample_1581_clean,أنا منهم ظاهره
test_sample_1582_clean,<fil> شفت <fil> شفت <fil> شقة الكاميرات الأولى
test_sample_1583_clean,الله يرحمها لكن الحمد لله ولك الشكر أنهي علاجي ثبابا لأن الشعر يعمل كده يعني كويس إن الجسم أه دي حاجه أنا متزعلنيش أوكيه بيجي في شعر يعني
test_sample_1585_clean,بسم الله
test_sample_1586_clean,أنا مسمح يعني في إخواتك البني آدمات يا دكتوره
test_sample_1587_clean,والزمالك
test_sample_1588_clean,معايش العصاحب جوزي خميس
test_sample_1589_clean,أنا خميس يا حمار
test_sample_1590_clean,حجر ناجي لا لا عندها في عبله الأوسه والخزنه ولي جهل لفينا و ننتظر الغبه مأخره سيد قطفل في صدري عديدكم يقاضيكم ويعلن وشعبنا العربيه المتحده
test_sample_1591_clean,
test_sample_1592_clean,و وكانت تعرف يعني حب أنا ناجحه
test_sample_1593_clean,عشان مشوفتش دي بتلتميت وهنعمل البيت
test_sample_1594_clean,بس أنا أنا أثرت إن إحنا نظهر جديده لأن دي أصل
test_sample_1595_clean,عشتي أدار لبنوكي على معني
test_sample_1596_clean,على اللي يهدوب من سنتين كنا بنيتحب الصحابه وكنا بن جلد فخوره وكلها في الميدان طلع في الميدان صحب
test_sample_1597_clean,بتحبه إلا بتحبه ده كل يوم أخدها على رجله وكله إمتى تكبر يختفي عشان نعت
test_sample_1598_clean,لأنه حضرتك الدول يعني إنتي مبتعرفيش الست السعوديه اللي هي لما أكون جيزه تعبان يا أستاذه منى
test_sample_1600_clean,لا هيستفزني لخمسك فيه
test_sample_1601_clean,برافو عليكم
test_sample_1602_clean,أنا الدكتور حامل حمام
test_sample_1603_clean,أعملها بس في شركه
test_sample_1604_clean,ففاء أعرف إن هي يعني إيه إيه
test_sample_1605_clean,طب إنت فاكر نفسك مين هو إنت أحسن منطقي
test_sample_1606_clean,بعد في اليوتيوبر الفلسطيني
test_sample_1607_clean,الدهب أكل ناجح
test_sample_1608_clean,قصيده لما هفيده لما
test_sample_1609_clean,ليه أعيش مطار
test_sample_1610_clean,الكورونا في البلد
test_sample_1611_clean,ماشي يا فندم بس للأسف الشديد الصعيد مش مش مصطلط عليا طيب
test_sample_1612_clean,لا بعته بقى عرفت إن خلاص قولتله يا باجي الله يخليك
test_sample_1613_clean,<fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil
test_sample_1615_clean,أه بمجادة العالم كلهما طماطم طلع مباشرة هدومه عن الإتصالات
test_sample_1616_clean,أغنيياتها هي و و وهي و و و و و و و و و و و و و و و و و و و و و و و و و و و و و و و و و و و
test_sample_1617_clean,كابتن أحمد أسمح طلع مضوء
test_sample_1618_clean,فاصل يا أحمد الشنعه يلا بينا يلا بينا يلا بينا يلا بينا يلا بينا يلا بينا يلا بي
test_sample_1619_clean,<fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil>
test_sample_1620_clean,طبيبتي الجبهه الهدوم دي كلها هتعملي بيها إيه منا تتجاوب الهدوم دي كلها هتعملي بيها أي منتهى الهدوم دي كلها هتعملي بيها أي
test_sample_1621_clean,هي موته معندهاش أموت في السينما خدت التعبير
test_sample_1622_clean,للأسف يا مدام <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil>
test_sample_1623_clean,في أي واقعه فرديه و لو أدانك لأمنه دي أخبارك هتبقى إنت لازم تراجع نفسه لأن أكثر يا فارق أكثر
test_sample_1624_clean,لأ في الجماعه التقعدي عارفه الزمن قويه دولا أه أه
test_sample_1625_clean,ربنا يوفقك يابتي إنتي قولي ازاي الجدر الكريم مع السلام
test_sample_1626_clean,<fil> مسمعش يعني أنا <fil> مسمعش يعني أنا <fil> <fil> مسمعش يعني أنا <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> مسمعش يعني
test_sample_1627_clean,<fil> وزير <fil> وزير <fil> وزير الثقافه خالت السيده كانت كانت لهداع و كان لها الجنبول خاص جوه الأوبرا
test_sample_1628_clean,والشعب المصري بيطلع يفتكسات من دماغه وبيجل بالترابيزات وبيعمل حاجات
test_sample_1630_clean,الدنيا لأ عاكس يعني <fil> <fil>
test_sample_1631_clean,أنا هروح هشكر أبوه
test_sample_1632_clean,<fil> الناس <fil> الناس <fil> الناس <fil> الناس <fil> الناس
test_sample_1633_clean,هما راحوا دربين ما جري
test_sample_1634_clean,أبوها إبتلاءا
test_sample_1635_clean,<fil> <fil> <fil> <fil> و هكذا
test_sample_1636_clean,قولولي بقى قوليلي أه قوليلي لا لا لا لا لا لا لا لا لا لا لا خلاص لا لا لا لا لا لا لا لا لا لا لا لا لا
test_sample_1637_clean,علشان أكله بإذن الله عليه فوق
test_sample_1638_clean,و لا سبب عيشي و لا إنت هذه
test_sample_1639_clean,لما رفضت
test_sample_1640_clean,الحمد لله أما أما أما موالي على الشعر فده فينا ده طبيعي يعني عارف أنا بنتي توفت يوم تلاته
test_sample_1641_clean,أه وأنا كنت عند عمك عبد العظيم عمل الحق
test_sample_1642_clean,بتيجي من عند ربنا مبيجيش مع البلاد ده و الجيش مع البلاد ده و الجيش مع البلاد ده و الجيش مع البلاد ده و الجيش
test_sample_1643_clean,يروح يديكي محلي اللي محلل أنجح على مره تي تي جدك محلل دخوله حل بقى
test_sample_1434_clean,بعه
test_sample_1449_clean,ألا إديني له سلعه و لا بضاعه و لا ليك صوت لا أنا بايعه و لا شعري إيماني هو رسمي فائقها وفوجئنا بخمته لوحدة الإخوان أنا إخوان بحد اللهوا بالسلامه و بالقرآن واجتي جد أنا أسماء
test_sample_1464_clean,النيل
test_sample_1479_clean,وشوفت النصيحه دي ايوه
test_sample_1494_clean,هتاري من جامعة أنا كنت عندي أمي خلاص أنا قدامنا إم هي يعني أنا رافعه هفتح
test_sample_1509_clean,إم هدية الضاعه والديانه أوي أنا والدت هنا جدا جدا ما عندنا قول السامعه إمتى بعد إذنك
test_sample_1524_clean,و لا يكون عايز تؤدي بنعتك اشتريته
test_sample_1539_clean,طلع هروح <fil> <fil> <fil> <fil> <fil> <fil>
test_sample_1554_clean,فكان بيغني <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil>
test_sample_1569_clean,يعني برضو أصوات
test_sample_1584_clean,<fil> <fil> عشان أشوفها
test_sample_1599_clean,ده الفتاني سوا خمسمية ألف جنيه هي ناصر
test_sample_1614_clean,قفولت
test_sample_1645_clean,لا عشت
test_sample_1646_clean,عايزها بريك أوضه هي الدهبولات أنا عندنا دمنه كأسائن نتنياهو
test_sample_1647_clean,حته اللي خلته ميه وادي عمي لما خدت الفدانه من أبوية كمان فدان واحد
test_sample_1648_clean,محسوبه على كل الشعب المصري
test_sample_1649_clean,لا متخافش عليهم
test_sample_1650_clean,لا مكتبه
test_sample_1651_clean,باجي من الصريقه لما معندهاش أي حاجه أنا معنديش يعني أنا معنديش يعني أنا معنديش يعني أنا معندي
test_sample_1652_clean,و السلام عليه الصلاة و السلام عليه الصلاة والسلام عليه الصلاة والسلام عليه الصلاة والسلام عليه الصلاة والسلام
test_sample_1653_clean,مؤثره
test_sample_1654_clean,وتطلب إيد واحده ليه
test_sample_1655_clean,فبالتالي
test_sample_1656_clean,<fil>
test_sample_1657_clean,<fil> <fil> <fil> <fil> <fil> <fil>
test_sample_1658_clean,إنها فهربنا ناصر
test_sample_1660_clean,إنه ماجن إنه صندوق إنه مصدر للديل إنه
test_sample_1661_clean,ما كل الأتوبيس فاضي كان العاجوزه وممكنقه يعني الأنسان بتصنع الظروف
test_sample_1662_clean,<fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil>
test_sample_1663_clean,طب ما يخليكي ليا يا باي و ما يحرمش منك أبدا
test_sample_1664_clean,فخدتها على النوع ليه وخلاص اتكتبت
test_sample_1665_clean,<fil> <fil> ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب ب
test_sample_1666_clean,هيراحل البلد هي موتوسيوم
test_sample_1667_clean,أرتاق المايه تتاخد عليه وتطلع مية في عيال ثابته وبيعملوا على الأرض
test_sample_1668_clean,<fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fi
test_sample_1669_clean,أهلا وسهلا
test_sample_1670_clean,أه لو يخال حمدين الكلام اللي إنت بتديهوله ده إتغير بعد ما تبجه الريسك لسه المرحله الأولى بعد ما تبدأ الريس إحنا كنافجله لا جيلك هنا في وسط أهل الجنه واستعمالي تاني
test_sample_1671_clean,<fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil> <fil>
test_sample_1672_clean,على الدوري
test_sample_1673_clean,أنا كنا كاتبين غنوه كان لما مفلس
test_sample_1675_clean,إتمسك ولا حاجه مصري ما تنامش <fil>
test_sample_1676_clean,عشان العامل النفسي مهم في نجاح العملات اللي زي دي
test_sample_1677_clean,الحكومه بخمسه يتجوز عليها الراجل الكبري ده بيغسل وشي مرتنه في اليوم اللي كان بينا في ضهري
test_sample_1678_clean,و أجنبيلك الجوازات يا نهار أبيض جواز جواز جواز جواز جواز جواز جواز جواز جواز جواز جوازاج الناس
test_sample_1679_clean,وانا الغيره دية الولايات المتحده الأمريكيه
test_sample_1680_clean,أهلا و سهلا
test_sample_1681_clean,فمتبصش ليه ديلي نظرة الله أنا قديم له طلع و لا بضاعه و لا ليك سوق
test_sample_1682_clean,بس كده يا دكتوره بكره أبيأ الفردقه وأجيب لكوايا
test_sample_1683_clean,بيجي في الشعر بيخوف الناس
test_sample_1684_clean,وعارفة كل حاجه
test_sample_1685_clean,شايفين إن هذا الرجل هو دون إنه إنه إنه يتقلد هذا هذا المنصب وهما بيحبوا هذه الفايده ده أنا شفته بعيني
test_sample_1686_clean,صلى الله عليه وسلم عليه الصلاة والسلام
test_sample_1687_clean,ده اللي إحنا بنتكلم فيه إن أنا متهيألي أحسن إحساس إني كنت الناس نازله مش عشان في سقطت يعني يمكن يكون في فئه جاهزه لأسقاط الرئاسه بيني وبينك أنا كلمة إسقاط الرياسه برضو تتزن يعني تخوفني فإحنا برضو عايزين البلاد تمشي أه عايزين الناس تعيش و عايزين الناس تاكل عايزين نستشفى
test_sample_1688_clean,وبعدين <fil>
test_sample_1690_clean,ما جاتيا في الشعر إن فاضله فالذاكره
test_sample_1691_clean,لأ متهيألي
test_sample_1692_clean,ده أكبر تهجيررجله في المنطقه
test_sample_1693_clean,فا اللي كان اللي كان في فترة مرحلة الإنتخابات و اللي كان اللي كان في فترة مرحلة الإنتخابات
test_sample_1694_clean,قوة شأن نصيبه أه
test_sample_1695_clean,التخويف كبير يلا
test_sample_1696_clean,يا نهار أبيض ومعاه بعد
test_sample_1697_clean,كانت يا حتة جلب اللي مات هفضل أحبه واشرب سجاير بره قطتك من سكاء
test_sample_1698_clean,أبو ستين ده كان ناصر أنا عايز أجيب شوت كتير
test_sample_2924_noisy,الباران كان وحدس وراجل أعمال أنشأ خطوط فكرة حديبه في دول كتير من العالم و جه مصر عن ألف تمنميه أربعه وتسعين علشان ينشأ أول تيام داخل القاهره
test_sample_2925_noisy,مظاهره خريجة اختيارك في اختي
test_sample_2926_noisy,إنت من حقك إنك إحنا النهارده حركة البطوله إم حقيقه نعمل عائق الحكومه بتشتغل عند أي حاجه في المهنه اللي إنت عاوزه بتقدر تعمل عهد
test_sample_2927_noisy,أيوه موت دي أنا مش عايز أكلمه عشان أنا هيموت فيها
test_sample_2928_noisy,<fil> يعني <fil> <fil> الناس للناس
